Vardas         Pavarde        Galutinis balas (vid.)
Vardas1866      Pavarde1866     2.92
Vardas1868      Pavarde1868     4.24
Vardas1874      Pavarde1874     2.60
Vardas1875      Pavarde1875     3.44
Vardas1876      Pavarde1876     3.88
Vardas1877      Pavarde1877     3.76
Vardas1878      Pavarde1878     2.72
Vardas1879      Pavarde1879     4.36
Vardas1889      Pavarde1889     4.52
Vardas1891      Pavarde1891     4.64
Vardas1898      Pavarde1898     4.40
Vardas1899      Pavarde1899     4.28
Vardas1902      Pavarde1902     4.36
Vardas1903      Pavarde1903     2.76
Vardas1905      Pavarde1905     3.36
Vardas1912      Pavarde1912     3.08
Vardas1913      Pavarde1913     4.08
Vardas1916      Pavarde1916     4.76
Vardas1917      Pavarde1917     3.20
Vardas1923      Pavarde1923     4.92
Vardas1926      Pavarde1926     3.12
Vardas1928      Pavarde1928     1.96
Vardas1931      Pavarde1931     3.20
Vardas1934      Pavarde1934     4.96
Vardas1935      Pavarde1935     4.08
Vardas1936      Pavarde1936     4.56
Vardas1941      Pavarde1941     4.32
Vardas1945      Pavarde1945     4.56
Vardas1951      Pavarde1951     3.04
Vardas1952      Pavarde1952     3.96
Vardas1954      Pavarde1954     4.36
Vardas1955      Pavarde1955     3.16
Vardas1957      Pavarde1957     4.08
Vardas1959      Pavarde1959     3.76
Vardas1960      Pavarde1960     4.96
Vardas1962      Pavarde1962     2.12
Vardas1963      Pavarde1963     3.52
Vardas1964      Pavarde1964     4.20
Vardas1967      Pavarde1967     2.80
Vardas1968      Pavarde1968     1.88
Vardas1972      Pavarde1972     3.68
Vardas1975      Pavarde1975     3.76
Vardas1978      Pavarde1978     4.40
Vardas1986      Pavarde1986     4.00
Vardas1989      Pavarde1989     3.16
Vardas1991      Pavarde1991     4.84
Vardas1992      Pavarde1992     3.72
Vardas1993      Pavarde1993     4.36
Vardas1995      Pavarde1995     4.84
Vardas1998      Pavarde1998     3.80
Vardas2000      Pavarde2000     4.88
Vardas2002      Pavarde2002     3.00
Vardas2003      Pavarde2003     3.92
Vardas2004      Pavarde2004     4.04
Vardas2007      Pavarde2007     4.44
Vardas2013      Pavarde2013     4.08
Vardas2016      Pavarde2016     3.36
Vardas2017      Pavarde2017     4.24
Vardas2019      Pavarde2019     2.68
Vardas2022      Pavarde2022     3.96
Vardas2023      Pavarde2023     4.68
Vardas2026      Pavarde2026     2.92
Vardas2027      Pavarde2027     3.60
Vardas2029      Pavarde2029     4.20
Vardas2032      Pavarde2032     4.76
Vardas2034      Pavarde2034     2.36
Vardas2040      Pavarde2040     4.44
Vardas2043      Pavarde2043     3.68
Vardas2045      Pavarde2045     4.00
Vardas2048      Pavarde2048     4.56
Vardas2055      Pavarde2055     4.80
Vardas2056      Pavarde2056     3.64
Vardas2057      Pavarde2057     4.48
Vardas2059      Pavarde2059     4.84
Vardas2063      Pavarde2063     3.56
Vardas2064      Pavarde2064     4.28
Vardas2072      Pavarde2072     2.68
Vardas2073      Pavarde2073     4.40
Vardas2076      Pavarde2076     3.12
Vardas2082      Pavarde2082     2.12
Vardas2084      Pavarde2084     4.72
Vardas2085      Pavarde2085     2.60
Vardas2087      Pavarde2087     4.24
Vardas2088      Pavarde2088     4.12
Vardas2089      Pavarde2089     4.56
Vardas2092      Pavarde2092     2.20
Vardas2093      Pavarde2093     2.80
Vardas2097      Pavarde2097     4.88
Vardas2099      Pavarde2099     3.60
Vardas2101      Pavarde2101     3.48
Vardas2103      Pavarde2103     3.56
Vardas2104      Pavarde2104     4.40
Vardas2120      Pavarde2120     4.84
Vardas2122      Pavarde2122     3.00
Vardas2127      Pavarde2127     3.60
Vardas2134      Pavarde2134     3.68
Vardas2135      Pavarde2135     4.64
Vardas2136      Pavarde2136     3.00
Vardas2138      Pavarde2138     3.80
Vardas2143      Pavarde2143     3.88
Vardas2147      Pavarde2147     2.04
Vardas2148      Pavarde2148     4.20
Vardas2149      Pavarde2149     3.96
Vardas2152      Pavarde2152     4.96
Vardas2153      Pavarde2153     1.56
Vardas2154      Pavarde2154     4.48
Vardas2157      Pavarde2157     2.68
Vardas2158      Pavarde2158     3.00
Vardas2161      Pavarde2161     4.76
Vardas2162      Pavarde2162     3.84
Vardas2163      Pavarde2163     2.52
Vardas2168      Pavarde2168     4.88
Vardas2170      Pavarde2170     4.80
Vardas2171      Pavarde2171     4.56
Vardas2175      Pavarde2175     4.84
Vardas2179      Pavarde2179     3.96
Vardas2182      Pavarde2182     4.84
Vardas2183      Pavarde2183     4.92
Vardas2189      Pavarde2189     2.88
Vardas2191      Pavarde2191     4.44
Vardas2193      Pavarde2193     2.76
Vardas2195      Pavarde2195     3.52
Vardas2196      Pavarde2196     2.52
Vardas2197      Pavarde2197     2.68
Vardas2199      Pavarde2199     3.08
Vardas2203      Pavarde2203     2.68
Vardas2208      Pavarde2208     2.32
Vardas2211      Pavarde2211     4.08
Vardas2212      Pavarde2212     4.88
Vardas2213      Pavarde2213     4.20
Vardas2220      Pavarde2220     4.12
Vardas2221      Pavarde2221     3.92
Vardas2223      Pavarde2223     4.16
Vardas2224      Pavarde2224     2.44
Vardas2230      Pavarde2230     3.44
Vardas2231      Pavarde2231     2.20
Vardas2232      Pavarde2232     3.60
Vardas2234      Pavarde2234     4.76
Vardas2237      Pavarde2237     4.32
Vardas2238      Pavarde2238     4.88
Vardas2240      Pavarde2240     4.72
Vardas2242      Pavarde2242     3.60
Vardas2248      Pavarde2248     3.92
Vardas2249      Pavarde2249     2.92
Vardas2251      Pavarde2251     3.80
Vardas2255      Pavarde2255     2.68
Vardas2257      Pavarde2257     2.52
Vardas2258      Pavarde2258     3.60
Vardas2261      Pavarde2261     2.84
Vardas2263      Pavarde2263     4.40
Vardas2265      Pavarde2265     3.68
Vardas2267      Pavarde2267     4.88
Vardas2268      Pavarde2268     4.12
Vardas2269      Pavarde2269     3.92
Vardas2273      Pavarde2273     4.68
Vardas2274      Pavarde2274     3.48
Vardas2276      Pavarde2276     3.60
Vardas2277      Pavarde2277     4.64
Vardas2281      Pavarde2281     3.44
Vardas2288      Pavarde2288     4.92
Vardas2289      Pavarde2289     4.16
Vardas2291      Pavarde2291     2.80
Vardas2295      Pavarde2295     3.00
Vardas2296      Pavarde2296     2.68
Vardas2301      Pavarde2301     3.20
Vardas2303      Pavarde2303     2.96
Vardas2304      Pavarde2304     4.36
Vardas2305      Pavarde2305     4.80
Vardas2307      Pavarde2307     3.76
Vardas2309      Pavarde2309     4.72
Vardas2311      Pavarde2311     4.24
Vardas2312      Pavarde2312     3.32
Vardas2313      Pavarde2313     3.40
Vardas2314      Pavarde2314     4.88
Vardas2319      Pavarde2319     4.48
Vardas2325      Pavarde2325     3.80
Vardas2326      Pavarde2326     4.52
Vardas2331      Pavarde2331     3.12
Vardas2335      Pavarde2335     4.20
Vardas2337      Pavarde2337     3.76
Vardas2339      Pavarde2339     2.52
Vardas2344      Pavarde2344     2.76
Vardas2345      Pavarde2345     4.52
Vardas2346      Pavarde2346     3.40
Vardas2347      Pavarde2347     4.60
Vardas2349      Pavarde2349     4.84
Vardas2350      Pavarde2350     4.96
Vardas2352      Pavarde2352     4.56
Vardas2355      Pavarde2355     3.96
Vardas2359      Pavarde2359     2.56
Vardas2361      Pavarde2361     2.04
Vardas2362      Pavarde2362     2.68
Vardas2363      Pavarde2363     3.36
Vardas2364      Pavarde2364     2.84
Vardas2365      Pavarde2365     1.80
Vardas2367      Pavarde2367     3.32
Vardas2368      Pavarde2368     2.88
Vardas2369      Pavarde2369     4.20
Vardas2370      Pavarde2370     3.16
Vardas2372      Pavarde2372     4.12
Vardas2373      Pavarde2373     3.60
Vardas2374      Pavarde2374     4.56
Vardas2376      Pavarde2376     3.24
Vardas2377      Pavarde2377     3.24
Vardas2380      Pavarde2380     2.80
Vardas2381      Pavarde2381     3.72
Vardas2385      Pavarde2385     2.52
Vardas2386      Pavarde2386     2.32
Vardas2388      Pavarde2388     4.68
Vardas2389      Pavarde2389     4.72
Vardas2392      Pavarde2392     4.00
Vardas2393      Pavarde2393     3.40
Vardas2396      Pavarde2396     4.32
Vardas2397      Pavarde2397     4.28
Vardas2400      Pavarde2400     3.32
Vardas2401      Pavarde2401     3.24
Vardas2404      Pavarde2404     2.92
Vardas2405      Pavarde2405     4.32
Vardas2408      Pavarde2408     4.48
Vardas2410      Pavarde2410     4.04
Vardas2411      Pavarde2411     4.80
Vardas2415      Pavarde2415     1.96
Vardas2417      Pavarde2417     4.56
Vardas2418      Pavarde2418     3.48
Vardas2421      Pavarde2421     3.84
Vardas2424      Pavarde2424     4.28
Vardas2425      Pavarde2425     4.12
Vardas2431      Pavarde2431     4.20
Vardas2433      Pavarde2433     3.44
Vardas2437      Pavarde2437     4.20
Vardas2438      Pavarde2438     4.92
Vardas2439      Pavarde2439     3.12
Vardas2441      Pavarde2441     3.60
Vardas2442      Pavarde2442     2.12
Vardas2447      Pavarde2447     3.60
Vardas2449      Pavarde2449     3.64
Vardas2450      Pavarde2450     3.08
Vardas2451      Pavarde2451     4.40
Vardas2453      Pavarde2453     4.80
Vardas2454      Pavarde2454     3.04
Vardas2456      Pavarde2456     3.68
Vardas2457      Pavarde2457     4.68
Vardas2458      Pavarde2458     2.44
Vardas2467      Pavarde2467     2.52
Vardas2470      Pavarde2470     3.16
Vardas2471      Pavarde2471     4.84
Vardas2472      Pavarde2472     4.24
Vardas2473      Pavarde2473     2.20
Vardas2474      Pavarde2474     2.36
Vardas2476      Pavarde2476     4.56
Vardas2477      Pavarde2477     3.80
Vardas2480      Pavarde2480     3.28
Vardas2484      Pavarde2484     4.20
Vardas2485      Pavarde2485     1.88
Vardas2493      Pavarde2493     3.32
Vardas2494      Pavarde2494     3.00
Vardas2496      Pavarde2496     4.92
Vardas2497      Pavarde2497     3.76
Vardas2499      Pavarde2499     3.88
Vardas2500      Pavarde2500     3.84
Vardas2502      Pavarde2502     4.76
Vardas2503      Pavarde2503     4.24
Vardas2506      Pavarde2506     3.60
Vardas2507      Pavarde2507     3.76
Vardas2508      Pavarde2508     3.56
Vardas2511      Pavarde2511     4.36
Vardas2515      Pavarde2515     3.40
Vardas2517      Pavarde2517     2.72
Vardas2519      Pavarde2519     4.24
Vardas2520      Pavarde2520     3.44
Vardas2522      Pavarde2522     3.00
Vardas2524      Pavarde2524     3.76
Vardas2529      Pavarde2529     4.52
Vardas2530      Pavarde2530     3.12
Vardas2532      Pavarde2532     2.76
Vardas2534      Pavarde2534     4.48
Vardas2537      Pavarde2537     3.84
Vardas2538      Pavarde2538     2.52
Vardas2539      Pavarde2539     2.80
Vardas2542      Pavarde2542     4.48
Vardas2543      Pavarde2543     3.40
Vardas2544      Pavarde2544     3.76
Vardas2545      Pavarde2545     2.36
Vardas2546      Pavarde2546     3.12
Vardas2547      Pavarde2547     3.24
Vardas2548      Pavarde2548     4.52
Vardas2550      Pavarde2550     4.28
Vardas2551      Pavarde2551     3.96
Vardas2554      Pavarde2554     3.40
Vardas2562      Pavarde2562     2.72
Vardas2568      Pavarde2568     3.88
Vardas2569      Pavarde2569     3.04
Vardas2570      Pavarde2570     2.88
Vardas2572      Pavarde2572     3.20
Vardas2574      Pavarde2574     4.40
Vardas2575      Pavarde2575     4.44
Vardas2579      Pavarde2579     4.36
Vardas2580      Pavarde2580     2.72
Vardas2587      Pavarde2587     3.44
Vardas2588      Pavarde2588     2.52
Vardas2589      Pavarde2589     4.60
Vardas2590      Pavarde2590     4.80
Vardas2591      Pavarde2591     4.68
Vardas2595      Pavarde2595     3.12
Vardas2599      Pavarde2599     3.20
Vardas2600      Pavarde2600     2.80
Vardas2601      Pavarde2601     3.48
Vardas2608      Pavarde2608     2.96
Vardas2611      Pavarde2611     4.60
Vardas2612      Pavarde2612     3.88
Vardas2614      Pavarde2614     2.36
Vardas2619      Pavarde2619     3.16
Vardas2621      Pavarde2621     3.92
Vardas2624      Pavarde2624     3.84
Vardas2628      Pavarde2628     2.32
Vardas2629      Pavarde2629     3.16
Vardas2631      Pavarde2631     3.00
Vardas2632      Pavarde2632     4.36
Vardas2633      Pavarde2633     4.32
Vardas2634      Pavarde2634     2.96
Vardas2636      Pavarde2636     4.24
Vardas2637      Pavarde2637     3.08
Vardas2639      Pavarde2639     3.12
Vardas2645      Pavarde2645     3.52
Vardas2647      Pavarde2647     3.52
Vardas2648      Pavarde2648     4.48
Vardas2649      Pavarde2649     4.96
Vardas2650      Pavarde2650     4.12
Vardas2651      Pavarde2651     2.20
Vardas2652      Pavarde2652     3.60
Vardas2654      Pavarde2654     4.08
Vardas2657      Pavarde2657     3.68
Vardas2658      Pavarde2658     2.28
Vardas2661      Pavarde2661     2.88
Vardas2662      Pavarde2662     3.16
Vardas2665      Pavarde2665     3.36
Vardas2668      Pavarde2668     3.32
Vardas2673      Pavarde2673     3.40
Vardas2676      Pavarde2676     4.60
Vardas2677      Pavarde2677     2.64
Vardas2683      Pavarde2683     2.28
Vardas2686      Pavarde2686     4.36
Vardas2687      Pavarde2687     4.12
Vardas2689      Pavarde2689     2.44
Vardas2690      Pavarde2690     2.84
Vardas2694      Pavarde2694     3.92
Vardas2695      Pavarde2695     2.12
Vardas2696      Pavarde2696     3.08
Vardas2698      Pavarde2698     4.24
Vardas2700      Pavarde2700     3.52
Vardas2702      Pavarde2702     3.24
Vardas2703      Pavarde2703     2.92
Vardas2708      Pavarde2708     4.24
Vardas2709      Pavarde2709     3.48
Vardas2710      Pavarde2710     3.92
Vardas2711      Pavarde2711     3.64
Vardas2712      Pavarde2712     3.56
Vardas2713      Pavarde2713     3.84
Vardas2719      Pavarde2719     4.80
Vardas2723      Pavarde2723     3.60
Vardas2725      Pavarde2725     3.08
Vardas2726      Pavarde2726     3.52
Vardas2730      Pavarde2730     3.48
Vardas2731      Pavarde2731     1.96
Vardas2738      Pavarde2738     4.32
Vardas2739      Pavarde2739     4.72
Vardas2740      Pavarde2740     4.04
Vardas2749      Pavarde2749     2.68
Vardas2759      Pavarde2759     4.72
Vardas2760      Pavarde2760     2.20
Vardas2766      Pavarde2766     4.20
Vardas2768      Pavarde2768     3.56
Vardas2769      Pavarde2769     4.76
Vardas2771      Pavarde2771     3.60
Vardas2774      Pavarde2774     3.16
Vardas2777      Pavarde2777     4.96
Vardas2779      Pavarde2779     4.80
Vardas2787      Pavarde2787     4.04
Vardas2788      Pavarde2788     4.04
Vardas2789      Pavarde2789     2.68
Vardas2790      Pavarde2790     4.20
Vardas2795      Pavarde2795     4.08
Vardas2796      Pavarde2796     3.60
Vardas2803      Pavarde2803     4.00
Vardas2804      Pavarde2804     2.96
Vardas2806      Pavarde2806     4.20
Vardas2817      Pavarde2817     3.84
Vardas2818      Pavarde2818     2.20
Vardas2821      Pavarde2821     3.00
Vardas2824      Pavarde2824     4.96
Vardas2825      Pavarde2825     3.48
Vardas2827      Pavarde2827     4.20
Vardas2836      Pavarde2836     4.28
Vardas2838      Pavarde2838     4.48
Vardas2851      Pavarde2851     3.68
Vardas2853      Pavarde2853     2.88
Vardas2857      Pavarde2857     4.64
Vardas2863      Pavarde2863     4.72
Vardas2865      Pavarde2865     2.44
Vardas2866      Pavarde2866     2.92
Vardas2871      Pavarde2871     4.44
Vardas2873      Pavarde2873     4.04
Vardas2881      Pavarde2881     3.64
Vardas2882      Pavarde2882     4.28
Vardas2883      Pavarde2883     3.68
Vardas2884      Pavarde2884     4.20
Vardas2885      Pavarde2885     4.44
Vardas2887      Pavarde2887     2.68
Vardas2894      Pavarde2894     4.60
Vardas2895      Pavarde2895     4.76
Vardas2897      Pavarde2897     2.60
Vardas2898      Pavarde2898     4.20
Vardas2901      Pavarde2901     2.60
Vardas2905      Pavarde2905     4.20
Vardas2910      Pavarde2910     3.44
Vardas2912      Pavarde2912     3.00
Vardas2915      Pavarde2915     3.64
Vardas2919      Pavarde2919     3.96
Vardas2922      Pavarde2922     4.44
Vardas2925      Pavarde2925     2.44
Vardas2926      Pavarde2926     3.16
Vardas2930      Pavarde2930     2.84
Vardas2932      Pavarde2932     4.72
Vardas2933      Pavarde2933     4.00
Vardas2934      Pavarde2934     4.12
Vardas2938      Pavarde2938     3.24
Vardas2942      Pavarde2942     3.64
Vardas2943      Pavarde2943     3.12
Vardas2947      Pavarde2947     4.76
Vardas2948      Pavarde2948     3.28
Vardas2949      Pavarde2949     1.72
Vardas2952      Pavarde2952     4.84
Vardas2956      Pavarde2956     2.12
Vardas2958      Pavarde2958     2.92
Vardas2961      Pavarde2961     4.76
Vardas2962      Pavarde2962     4.60
Vardas2964      Pavarde2964     4.12
Vardas2967      Pavarde2967     4.68
Vardas2971      Pavarde2971     3.16
Vardas2972      Pavarde2972     4.84
Vardas2973      Pavarde2973     4.64
Vardas2974      Pavarde2974     2.56
Vardas2975      Pavarde2975     2.80
Vardas2978      Pavarde2978     3.44
Vardas2983      Pavarde2983     4.12
Vardas2984      Pavarde2984     4.28
Vardas2985      Pavarde2985     3.52
Vardas2986      Pavarde2986     3.40
Vardas2990      Pavarde2990     4.96
Vardas2992      Pavarde2992     4.08
Vardas2997      Pavarde2997     4.12
Vardas2999      Pavarde2999     3.52
Vardas3000      Pavarde3000     4.40
Vardas3001      Pavarde3001     3.64
Vardas3002      Pavarde3002     4.24
Vardas3003      Pavarde3003     2.12
Vardas3008      Pavarde3008     4.56
Vardas3011      Pavarde3011     4.56
Vardas3012      Pavarde3012     3.76
Vardas3015      Pavarde3015     2.60
Vardas3017      Pavarde3017     3.92
Vardas3021      Pavarde3021     4.20
Vardas3022      Pavarde3022     4.48
Vardas3024      Pavarde3024     4.00
Vardas3026      Pavarde3026     2.44
Vardas3028      Pavarde3028     4.00
Vardas3029      Pavarde3029     4.84
Vardas3030      Pavarde3030     3.40
Vardas3034      Pavarde3034     4.12
Vardas3035      Pavarde3035     4.24
Vardas3036      Pavarde3036     2.84
Vardas3037      Pavarde3037     4.68
Vardas3038      Pavarde3038     4.24
Vardas3043      Pavarde3043     2.96
Vardas3044      Pavarde3044     3.20
Vardas3046      Pavarde3046     4.88
Vardas3049      Pavarde3049     3.44
Vardas3050      Pavarde3050     4.12
Vardas3051      Pavarde3051     3.00
Vardas3052      Pavarde3052     4.72
Vardas3053      Pavarde3053     4.16
Vardas3054      Pavarde3054     4.52
Vardas3055      Pavarde3055     2.40
Vardas3056      Pavarde3056     3.88
Vardas3061      Pavarde3061     3.60
Vardas3062      Pavarde3062     2.60
Vardas3067      Pavarde3067     3.24
Vardas3068      Pavarde3068     3.56
Vardas3071      Pavarde3071     4.28
Vardas3072      Pavarde3072     4.92
Vardas3076      Pavarde3076     4.84
Vardas3077      Pavarde3077     2.68
Vardas3078      Pavarde3078     3.52
Vardas3079      Pavarde3079     2.12
Vardas3081      Pavarde3081     2.32
Vardas3085      Pavarde3085     4.88
Vardas3086      Pavarde3086     1.96
Vardas3095      Pavarde3095     3.60
Vardas3098      Pavarde3098     3.40
Vardas3103      Pavarde3103     4.60
Vardas3106      Pavarde3106     4.00
Vardas3107      Pavarde3107     4.68
Vardas3110      Pavarde3110     3.68
Vardas3114      Pavarde3114     3.00
Vardas3116      Pavarde3116     2.76
Vardas3120      Pavarde3120     3.20
Vardas3121      Pavarde3121     2.84
Vardas3123      Pavarde3123     4.72
Vardas3125      Pavarde3125     2.20
Vardas3127      Pavarde3127     3.56
Vardas3128      Pavarde3128     3.52
Vardas3130      Pavarde3130     3.36
Vardas3133      Pavarde3133     4.68
Vardas3134      Pavarde3134     3.68
Vardas3135      Pavarde3135     4.96
Vardas3138      Pavarde3138     4.76
Vardas3140      Pavarde3140     3.40
Vardas3144      Pavarde3144     2.32
Vardas3145      Pavarde3145     2.96
Vardas3147      Pavarde3147     3.12
Vardas3151      Pavarde3151     4.32
Vardas3155      Pavarde3155     3.40
Vardas3158      Pavarde3158     3.64
Vardas3159      Pavarde3159     2.36
Vardas3164      Pavarde3164     3.20
Vardas3165      Pavarde3165     4.04
Vardas3167      Pavarde3167     4.76
Vardas3171      Pavarde3171     3.32
Vardas3172      Pavarde3172     3.60
Vardas3173      Pavarde3173     3.96
Vardas3176      Pavarde3176     3.60
Vardas3177      Pavarde3177     3.48
Vardas3179      Pavarde3179     3.00
Vardas3182      Pavarde3182     3.88
Vardas3185      Pavarde3185     4.56
Vardas3186      Pavarde3186     3.04
Vardas3190      Pavarde3190     3.60
Vardas3191      Pavarde3191     2.76
Vardas3200      Pavarde3200     3.64
Vardas3201      Pavarde3201     4.68
Vardas3202      Pavarde3202     3.68
Vardas3204      Pavarde3204     4.40
Vardas3206      Pavarde3206     3.16
Vardas3207      Pavarde3207     2.36
Vardas3210      Pavarde3210     4.88
Vardas3211      Pavarde3211     3.52
Vardas3213      Pavarde3213     2.84
Vardas3214      Pavarde3214     3.32
Vardas3217      Pavarde3217     3.80
Vardas3220      Pavarde3220     4.24
Vardas3223      Pavarde3223     3.60
Vardas3224      Pavarde3224     3.60
Vardas3226      Pavarde3226     3.76
Vardas3227      Pavarde3227     3.44
Vardas3228      Pavarde3228     2.92
Vardas3232      Pavarde3232     2.88
Vardas3234      Pavarde3234     4.00
Vardas3237      Pavarde3237     4.52
Vardas3239      Pavarde3239     4.64
Vardas3242      Pavarde3242     4.08
Vardas3247      Pavarde3247     4.96
Vardas3249      Pavarde3249     4.96
Vardas3250      Pavarde3250     4.20
Vardas3251      Pavarde3251     4.28
Vardas3252      Pavarde3252     4.64
Vardas3254      Pavarde3254     4.80
Vardas3256      Pavarde3256     3.56
Vardas3260      Pavarde3260     3.76
Vardas3261      Pavarde3261     3.84
Vardas3266      Pavarde3266     4.44
Vardas3268      Pavarde3268     4.40
Vardas3269      Pavarde3269     3.16
Vardas3271      Pavarde3271     4.52
Vardas3274      Pavarde3274     4.64
Vardas3276      Pavarde3276     4.68
Vardas3278      Pavarde3278     4.32
Vardas3281      Pavarde3281     3.72
Vardas3284      Pavarde3284     4.16
Vardas3285      Pavarde3285     4.04
Vardas3287      Pavarde3287     4.80
Vardas3288      Pavarde3288     4.40
Vardas3289      Pavarde3289     4.08
Vardas3290      Pavarde3290     4.16
Vardas3292      Pavarde3292     3.56
Vardas3294      Pavarde3294     4.40
Vardas3295      Pavarde3295     4.68
Vardas3296      Pavarde3296     3.80
Vardas3297      Pavarde3297     4.64
Vardas3298      Pavarde3298     4.96
Vardas3302      Pavarde3302     2.76
Vardas3303      Pavarde3303     4.76
Vardas3304      Pavarde3304     3.32
Vardas3309      Pavarde3309     4.76
Vardas3312      Pavarde3312     3.88
Vardas3316      Pavarde3316     3.40
Vardas3319      Pavarde3319     3.44
Vardas3323      Pavarde3323     3.00
Vardas3324      Pavarde3324     3.04
Vardas3325      Pavarde3325     3.60
Vardas3326      Pavarde3326     4.28
Vardas3327      Pavarde3327     4.20
Vardas3336      Pavarde3336     3.36
Vardas3339      Pavarde3339     4.52
Vardas3341      Pavarde3341     4.76
Vardas3342      Pavarde3342     4.00
Vardas3346      Pavarde3346     3.00
Vardas3347      Pavarde3347     4.96
Vardas3350      Pavarde3350     3.56
Vardas3351      Pavarde3351     4.20
Vardas3354      Pavarde3354     3.48
Vardas3355      Pavarde3355     3.24
Vardas3356      Pavarde3356     3.68
Vardas3357      Pavarde3357     4.08
Vardas3359      Pavarde3359     2.96
Vardas3361      Pavarde3361     2.92
Vardas3362      Pavarde3362     4.52
Vardas3364      Pavarde3364     4.44
Vardas3365      Pavarde3365     4.04
Vardas3366      Pavarde3366     2.84
Vardas3367      Pavarde3367     4.44
Vardas3372      Pavarde3372     4.68
Vardas3380      Pavarde3380     3.68
Vardas3382      Pavarde3382     4.60
Vardas3386      Pavarde3386     4.32
Vardas3392      Pavarde3392     4.36
Vardas3393      Pavarde3393     2.44
Vardas3394      Pavarde3394     4.08
Vardas3396      Pavarde3396     4.40
Vardas3397      Pavarde3397     2.84
Vardas3398      Pavarde3398     3.20
Vardas3399      Pavarde3399     4.92
Vardas3400      Pavarde3400     3.20
Vardas3405      Pavarde3405     3.00
Vardas3409      Pavarde3409     4.88
Vardas3410      Pavarde3410     3.64
Vardas3411      Pavarde3411     4.32
Vardas3412      Pavarde3412     4.48
Vardas3413      Pavarde3413     2.80
Vardas3415      Pavarde3415     2.96
Vardas3416      Pavarde3416     4.80
Vardas3427      Pavarde3427     3.72
Vardas3429      Pavarde3429     4.96
Vardas3435      Pavarde3435     2.68
Vardas3437      Pavarde3437     3.76
Vardas3438      Pavarde3438     4.08
Vardas3440      Pavarde3440     4.40
Vardas3442      Pavarde3442     3.96
Vardas3444      Pavarde3444     4.92
Vardas3446      Pavarde3446     3.32
Vardas3451      Pavarde3451     3.36
Vardas3452      Pavarde3452     1.96
Vardas3455      Pavarde3455     4.36
Vardas3466      Pavarde3466     3.36
Vardas3467      Pavarde3467     3.20
Vardas3475      Pavarde3475     2.72
Vardas3476      Pavarde3476     2.36
Vardas3477      Pavarde3477     3.20
Vardas3480      Pavarde3480     3.08
Vardas3483      Pavarde3483     2.44
Vardas3486      Pavarde3486     3.56
Vardas3487      Pavarde3487     3.04
Vardas3488      Pavarde3488     4.40
Vardas3489      Pavarde3489     4.84
Vardas3496      Pavarde3496     3.92
Vardas3499      Pavarde3499     2.60
Vardas3500      Pavarde3500     4.68
Vardas3501      Pavarde3501     3.60
Vardas3503      Pavarde3503     3.52
Vardas3504      Pavarde3504     4.96
Vardas3505      Pavarde3505     3.68
Vardas3506      Pavarde3506     4.16
Vardas3507      Pavarde3507     3.24
Vardas3511      Pavarde3511     4.20
Vardas3512      Pavarde3512     4.72
Vardas3513      Pavarde3513     3.80
Vardas3514      Pavarde3514     4.00
Vardas3519      Pavarde3519     4.76
Vardas3521      Pavarde3521     3.32
Vardas3523      Pavarde3523     4.28
Vardas3525      Pavarde3525     4.76
Vardas3526      Pavarde3526     4.80
Vardas3527      Pavarde3527     4.40
Vardas3534      Pavarde3534     4.52
Vardas3537      Pavarde3537     4.56
Vardas3538      Pavarde3538     4.92
Vardas3541      Pavarde3541     2.80
Vardas3542      Pavarde3542     4.00
Vardas3553      Pavarde3553     4.20
Vardas3555      Pavarde3555     3.44
Vardas3556      Pavarde3556     2.24
Vardas3559      Pavarde3559     4.16
Vardas3562      Pavarde3562     3.32
Vardas3564      Pavarde3564     3.12
Vardas3569      Pavarde3569     3.40
Vardas3570      Pavarde3570     3.28
Vardas3571      Pavarde3571     2.84
Vardas3575      Pavarde3575     4.40
Vardas3577      Pavarde3577     2.28
Vardas3578      Pavarde3578     2.68
Vardas3579      Pavarde3579     3.92
Vardas3580      Pavarde3580     4.12
Vardas3585      Pavarde3585     3.76
Vardas3589      Pavarde3589     3.76
Vardas3595      Pavarde3595     3.40
Vardas3599      Pavarde3599     3.96
Vardas3600      Pavarde3600     4.36
Vardas3609      Pavarde3609     3.48
Vardas3611      Pavarde3611     4.44
Vardas3612      Pavarde3612     4.16
Vardas3616      Pavarde3616     4.80
Vardas3622      Pavarde3622     2.76
Vardas3623      Pavarde3623     3.92
Vardas3625      Pavarde3625     4.92
Vardas3626      Pavarde3626     4.28
Vardas3627      Pavarde3627     3.68
Vardas3628      Pavarde3628     2.56
Vardas3630      Pavarde3630     2.64
Vardas3631      Pavarde3631     3.52
Vardas3632      Pavarde3632     4.28
Vardas3639      Pavarde3639     4.76
Vardas3641      Pavarde3641     3.28
Vardas3646      Pavarde3646     3.32
Vardas3649      Pavarde3649     3.68
Vardas3650      Pavarde3650     4.32
Vardas3652      Pavarde3652     4.12
Vardas3660      Pavarde3660     4.68
Vardas3662      Pavarde3662     4.92
Vardas3663      Pavarde3663     4.92
Vardas3665      Pavarde3665     2.88
Vardas3666      Pavarde3666     3.72
Vardas3668      Pavarde3668     2.20
Vardas3669      Pavarde3669     3.32
Vardas3670      Pavarde3670     2.12
Vardas3673      Pavarde3673     2.52
Vardas3677      Pavarde3677     3.32
