Vardas         Pavarde        Galutinis balas (vid.)
Vardas14910     Pavarde14910    4.12
Vardas14911     Pavarde14911    3.24
Vardas14912     Pavarde14912    4.44
Vardas14915     Pavarde14915    3.16
Vardas14918     Pavarde14918    3.16
Vardas14920     Pavarde14920    3.60
Vardas14922     Pavarde14922    4.64
Vardas14923     Pavarde14923    2.68
Vardas14925     Pavarde14925    2.12
Vardas14931     Pavarde14931    3.44
Vardas14935     Pavarde14935    3.80
Vardas14937     Pavarde14937    4.72
Vardas14941     Pavarde14941    4.48
Vardas14942     Pavarde14942    4.20
Vardas14944     Pavarde14944    4.44
Vardas14947     Pavarde14947    3.48
Vardas14948     Pavarde14948    4.36
Vardas14949     Pavarde14949    4.52
Vardas14953     Pavarde14953    4.80
Vardas14956     Pavarde14956    3.84
Vardas14958     Pavarde14958    4.80
Vardas14960     Pavarde14960    4.16
Vardas14964     Pavarde14964    3.88
Vardas14968     Pavarde14968    3.60
Vardas14971     Pavarde14971    3.00
Vardas14972     Pavarde14972    3.60
Vardas14976     Pavarde14976    3.76
Vardas14977     Pavarde14977    4.64
Vardas14978     Pavarde14978    4.72
Vardas14979     Pavarde14979    4.00
Vardas14980     Pavarde14980    3.72
Vardas14981     Pavarde14981    4.68
Vardas14982     Pavarde14982    4.04
Vardas14985     Pavarde14985    2.12
Vardas14987     Pavarde14987    2.68
Vardas14991     Pavarde14991    4.20
Vardas14994     Pavarde14994    2.60
Vardas14999     Pavarde14999    4.76
Vardas15000     Pavarde15000    3.44
Vardas15002     Pavarde15002    3.24
Vardas15005     Pavarde15005    3.12
Vardas15006     Pavarde15006    4.48
Vardas15012     Pavarde15012    3.92
Vardas15013     Pavarde15013    2.92
Vardas15014     Pavarde15014    3.36
Vardas15020     Pavarde15020    3.16
Vardas15022     Pavarde15022    3.56
Vardas15025     Pavarde15025    2.60
Vardas15028     Pavarde15028    2.52
Vardas15029     Pavarde15029    4.24
Vardas15031     Pavarde15031    3.84
Vardas15033     Pavarde15033    3.16
Vardas15035     Pavarde15035    2.44
Vardas15036     Pavarde15036    4.76
Vardas15044     Pavarde15044    4.64
Vardas15045     Pavarde15045    2.84
Vardas15047     Pavarde15047    4.64
Vardas15053     Pavarde15053    4.52
Vardas15054     Pavarde15054    3.68
Vardas15055     Pavarde15055    3.00
Vardas15059     Pavarde15059    3.44
Vardas15060     Pavarde15060    3.72
Vardas15061     Pavarde15061    4.36
Vardas15063     Pavarde15063    3.00
Vardas15065     Pavarde15065    2.20
Vardas15069     Pavarde15069    3.48
Vardas15071     Pavarde15071    3.60
Vardas15075     Pavarde15075    3.52
Vardas15080     Pavarde15080    4.00
Vardas15081     Pavarde15081    2.52
Vardas15090     Pavarde15090    4.28
Vardas15091     Pavarde15091    3.68
Vardas15096     Pavarde15096    3.72
Vardas15097     Pavarde15097    2.36
Vardas15099     Pavarde15099    2.44
Vardas15107     Pavarde15107    3.64
Vardas15109     Pavarde15109    3.20
Vardas15110     Pavarde15110    3.64
Vardas15111     Pavarde15111    2.36
Vardas15112     Pavarde15112    2.16
Vardas15114     Pavarde15114    3.16
Vardas15115     Pavarde15115    4.16
Vardas15116     Pavarde15116    4.16
Vardas15117     Pavarde15117    4.88
Vardas15119     Pavarde15119    3.60
Vardas15120     Pavarde15120    4.88
Vardas15121     Pavarde15121    2.44
Vardas15123     Pavarde15123    3.88
Vardas15125     Pavarde15125    4.60
Vardas15126     Pavarde15126    4.52
Vardas15127     Pavarde15127    3.48
Vardas15128     Pavarde15128    4.36
Vardas15130     Pavarde15130    3.32
Vardas15134     Pavarde15134    4.32
Vardas15135     Pavarde15135    3.04
Vardas15140     Pavarde15140    2.80
Vardas15143     Pavarde15143    4.00
Vardas15149     Pavarde15149    3.08
Vardas15150     Pavarde15150    3.88
Vardas15151     Pavarde15151    2.72
Vardas15152     Pavarde15152    2.68
Vardas15153     Pavarde15153    4.40
Vardas15155     Pavarde15155    3.36
Vardas15159     Pavarde15159    3.32
Vardas15163     Pavarde15163    4.56
Vardas15166     Pavarde15166    3.84
Vardas15167     Pavarde15167    4.24
Vardas15168     Pavarde15168    4.96
Vardas15169     Pavarde15169    2.36
Vardas15171     Pavarde15171    3.56
Vardas15172     Pavarde15172    3.44
Vardas15176     Pavarde15176    3.64
Vardas15177     Pavarde15177    4.76
Vardas15183     Pavarde15183    2.88
Vardas15188     Pavarde15188    2.28
Vardas15190     Pavarde15190    2.76
Vardas15191     Pavarde15191    4.72
Vardas15194     Pavarde15194    4.40
Vardas15195     Pavarde15195    4.12
Vardas15204     Pavarde15204    2.36
Vardas15205     Pavarde15205    3.52
Vardas15207     Pavarde15207    3.40
Vardas15208     Pavarde15208    2.36
Vardas15210     Pavarde15210    4.00
Vardas15214     Pavarde15214    3.56
Vardas15217     Pavarde15217    3.92
Vardas15221     Pavarde15221    3.56
Vardas15224     Pavarde15224    2.84
Vardas15226     Pavarde15226    3.96
Vardas15227     Pavarde15227    3.04
Vardas15229     Pavarde15229    4.16
Vardas15232     Pavarde15232    2.96
Vardas15237     Pavarde15237    2.20
Vardas15239     Pavarde15239    4.84
Vardas15240     Pavarde15240    2.20
Vardas15241     Pavarde15241    2.68
Vardas15245     Pavarde15245    4.52
Vardas15250     Pavarde15250    3.32
Vardas15251     Pavarde15251    4.88
Vardas15252     Pavarde15252    1.56
Vardas15253     Pavarde15253    2.92
Vardas15254     Pavarde15254    2.44
Vardas15256     Pavarde15256    2.92
Vardas15258     Pavarde15258    4.20
Vardas15262     Pavarde15262    4.16
Vardas15264     Pavarde15264    2.44
Vardas15266     Pavarde15266    2.68
Vardas15270     Pavarde15270    2.68
Vardas15275     Pavarde15275    3.32
Vardas15280     Pavarde15280    4.12
Vardas15281     Pavarde15281    3.68
Vardas15282     Pavarde15282    4.72
Vardas15283     Pavarde15283    4.60
Vardas15285     Pavarde15285    3.40
Vardas15288     Pavarde15288    3.48
Vardas15290     Pavarde15290    2.88
Vardas15291     Pavarde15291    4.36
Vardas15297     Pavarde15297    2.68
Vardas15298     Pavarde15298    2.52
Vardas15303     Pavarde15303    4.36
Vardas15304     Pavarde15304    3.04
Vardas15308     Pavarde15308    3.08
Vardas15309     Pavarde15309    3.44
Vardas15311     Pavarde15311    3.08
Vardas15312     Pavarde15312    4.68
Vardas15321     Pavarde15321    2.68
Vardas15322     Pavarde15322    4.40
Vardas15324     Pavarde15324    4.00
Vardas15325     Pavarde15325    4.04
Vardas15327     Pavarde15327    3.52
Vardas15334     Pavarde15334    3.92
Vardas15336     Pavarde15336    2.88
Vardas15339     Pavarde15339    4.52
Vardas15340     Pavarde15340    4.76
Vardas15341     Pavarde15341    3.28
Vardas15342     Pavarde15342    3.52
Vardas15346     Pavarde15346    2.92
Vardas15347     Pavarde15347    3.08
Vardas15348     Pavarde15348    4.60
Vardas15353     Pavarde15353    3.36
Vardas15358     Pavarde15358    4.76
Vardas15360     Pavarde15360    4.92
Vardas15361     Pavarde15361    4.40
Vardas15363     Pavarde15363    3.88
Vardas15369     Pavarde15369    4.88
Vardas15370     Pavarde15370    3.92
Vardas15371     Pavarde15371    4.32
Vardas15373     Pavarde15373    3.64
Vardas15375     Pavarde15375    2.16
Vardas15379     Pavarde15379    4.60
Vardas15383     Pavarde15383    4.60
Vardas15387     Pavarde15387    4.32
Vardas15389     Pavarde15389    3.16
Vardas15392     Pavarde15392    3.52
Vardas15394     Pavarde15394    3.44
Vardas15397     Pavarde15397    4.84
Vardas15398     Pavarde15398    2.44
Vardas15399     Pavarde15399    4.56
Vardas15404     Pavarde15404    2.76
Vardas15407     Pavarde15407    2.96
Vardas15410     Pavarde15410    3.48
Vardas15413     Pavarde15413    4.88
Vardas15414     Pavarde15414    3.60
Vardas15415     Pavarde15415    4.40
Vardas15417     Pavarde15417    4.36
Vardas15419     Pavarde15419    4.04
Vardas15424     Pavarde15424    3.00
Vardas15425     Pavarde15425    4.88
Vardas15426     Pavarde15426    4.12
Vardas15429     Pavarde15429    4.52
Vardas15430     Pavarde15430    4.28
Vardas15432     Pavarde15432    3.16
Vardas15433     Pavarde15433    4.88
Vardas15435     Pavarde15435    3.04
Vardas15438     Pavarde15438    3.84
Vardas15439     Pavarde15439    4.60
Vardas15442     Pavarde15442    4.36
Vardas15446     Pavarde15446    4.28
Vardas15448     Pavarde15448    4.76
Vardas15451     Pavarde15451    4.40
Vardas15453     Pavarde15453    3.20
Vardas15455     Pavarde15455    4.04
Vardas15457     Pavarde15457    4.00
Vardas15458     Pavarde15458    3.40
Vardas15460     Pavarde15460    4.44
Vardas15461     Pavarde15461    2.04
Vardas15464     Pavarde15464    2.80
Vardas15467     Pavarde15467    3.76
Vardas15468     Pavarde15468    2.44
Vardas15469     Pavarde15469    2.68
Vardas15471     Pavarde15471    3.96
Vardas15473     Pavarde15473    3.40
Vardas15475     Pavarde15475    2.68
Vardas15477     Pavarde15477    2.24
Vardas15478     Pavarde15478    2.76
Vardas15480     Pavarde15480    2.84
Vardas15482     Pavarde15482    2.92
Vardas15484     Pavarde15484    2.60
Vardas15486     Pavarde15486    3.40
Vardas15492     Pavarde15492    3.72
Vardas15493     Pavarde15493    4.64
Vardas15495     Pavarde15495    4.48
Vardas15496     Pavarde15496    2.76
Vardas15498     Pavarde15498    3.28
Vardas15502     Pavarde15502    4.52
Vardas15506     Pavarde15506    3.32
Vardas15508     Pavarde15508    4.36
Vardas15511     Pavarde15511    4.72
Vardas15518     Pavarde15518    2.40
Vardas15520     Pavarde15520    4.32
Vardas15522     Pavarde15522    4.96
Vardas15523     Pavarde15523    3.44
Vardas15526     Pavarde15526    3.96
Vardas15527     Pavarde15527    2.64
Vardas15528     Pavarde15528    4.20
Vardas15530     Pavarde15530    4.36
Vardas15533     Pavarde15533    4.52
Vardas15534     Pavarde15534    4.84
Vardas15536     Pavarde15536    2.92
Vardas15537     Pavarde15537    2.68
Vardas15541     Pavarde15541    4.52
Vardas15544     Pavarde15544    3.52
Vardas15546     Pavarde15546    3.00
Vardas15552     Pavarde15552    4.96
Vardas15559     Pavarde15559    4.36
Vardas15561     Pavarde15561    4.48
Vardas15562     Pavarde15562    3.96
Vardas15563     Pavarde15563    4.52
Vardas15564     Pavarde15564    4.64
Vardas15566     Pavarde15566    3.56
Vardas15568     Pavarde15568    4.12
Vardas15569     Pavarde15569    4.72
Vardas15571     Pavarde15571    2.64
Vardas15578     Pavarde15578    4.92
Vardas15580     Pavarde15580    3.68
Vardas15581     Pavarde15581    2.88
Vardas15584     Pavarde15584    3.44
Vardas15590     Pavarde15590    2.88
Vardas15593     Pavarde15593    4.20
Vardas15597     Pavarde15597    4.68
Vardas15599     Pavarde15599    4.60
Vardas15601     Pavarde15601    3.68
Vardas15603     Pavarde15603    2.96
Vardas15609     Pavarde15609    3.68
Vardas15610     Pavarde15610    2.92
Vardas15611     Pavarde15611    3.64
Vardas15614     Pavarde15614    2.92
Vardas15615     Pavarde15615    4.40
Vardas15616     Pavarde15616    3.44
Vardas15619     Pavarde15619    3.16
Vardas15621     Pavarde15621    4.68
Vardas15622     Pavarde15622    4.52
Vardas15624     Pavarde15624    3.64
Vardas15628     Pavarde15628    3.40
Vardas15629     Pavarde15629    2.52
Vardas15631     Pavarde15631    4.08
Vardas15633     Pavarde15633    4.52
Vardas15635     Pavarde15635    3.32
Vardas15636     Pavarde15636    2.68
Vardas15638     Pavarde15638    4.48
Vardas15641     Pavarde15641    4.88
Vardas15642     Pavarde15642    4.56
Vardas15644     Pavarde15644    3.08
Vardas15647     Pavarde15647    2.88
Vardas15648     Pavarde15648    2.36
Vardas15653     Pavarde15653    4.60
Vardas15655     Pavarde15655    4.28
Vardas15660     Pavarde15660    4.68
Vardas15663     Pavarde15663    3.64
Vardas15667     Pavarde15667    4.84
Vardas15669     Pavarde15669    3.44
Vardas15672     Pavarde15672    2.76
Vardas15674     Pavarde15674    4.76
Vardas15675     Pavarde15675    3.92
Vardas15676     Pavarde15676    2.36
Vardas15679     Pavarde15679    2.76
Vardas15684     Pavarde15684    3.60
Vardas15686     Pavarde15686    2.84
Vardas15687     Pavarde15687    2.76
Vardas15688     Pavarde15688    2.76
Vardas15689     Pavarde15689    3.56
Vardas15691     Pavarde15691    2.92
Vardas15692     Pavarde15692    3.48
Vardas15695     Pavarde15695    4.68
Vardas15698     Pavarde15698    3.88
Vardas15699     Pavarde15699    4.96
Vardas15702     Pavarde15702    4.96
Vardas15704     Pavarde15704    3.96
Vardas15707     Pavarde15707    3.64
Vardas15708     Pavarde15708    3.48
Vardas15710     Pavarde15710    4.96
Vardas15711     Pavarde15711    4.32
Vardas15714     Pavarde15714    3.76
Vardas15716     Pavarde15716    3.88
Vardas15718     Pavarde15718    4.72
Vardas15720     Pavarde15720    3.40
Vardas15722     Pavarde15722    4.20
Vardas15724     Pavarde15724    4.28
Vardas15730     Pavarde15730    4.96
Vardas15736     Pavarde15736    2.84
Vardas15737     Pavarde15737    4.56
Vardas15739     Pavarde15739    3.80
Vardas15743     Pavarde15743    4.76
Vardas15744     Pavarde15744    2.96
Vardas15747     Pavarde15747    4.32
Vardas15749     Pavarde15749    4.92
Vardas15751     Pavarde15751    1.96
Vardas15752     Pavarde15752    4.92
Vardas15755     Pavarde15755    4.72
Vardas15756     Pavarde15756    4.28
Vardas15758     Pavarde15758    2.92
Vardas15759     Pavarde15759    4.08
Vardas15764     Pavarde15764    3.40
Vardas15766     Pavarde15766    4.16
Vardas15768     Pavarde15768    3.64
Vardas15772     Pavarde15772    3.20
Vardas15773     Pavarde15773    4.84
Vardas15775     Pavarde15775    3.44
Vardas15776     Pavarde15776    3.08
Vardas15777     Pavarde15777    3.52
Vardas15780     Pavarde15780    4.96
Vardas15782     Pavarde15782    3.08
Vardas15783     Pavarde15783    3.12
Vardas15785     Pavarde15785    3.96
Vardas15789     Pavarde15789    3.92
Vardas15790     Pavarde15790    2.40
Vardas15792     Pavarde15792    4.56
Vardas15794     Pavarde15794    4.28
Vardas15796     Pavarde15796    2.84
Vardas15799     Pavarde15799    2.52
Vardas15800     Pavarde15800    3.76
Vardas15801     Pavarde15801    4.80
Vardas15805     Pavarde15805    3.36
Vardas15806     Pavarde15806    2.92
Vardas15807     Pavarde15807    3.08
Vardas15809     Pavarde15809    2.60
Vardas15813     Pavarde15813    3.00
Vardas15814     Pavarde15814    2.84
Vardas15817     Pavarde15817    4.40
Vardas15818     Pavarde15818    3.68
Vardas15819     Pavarde15819    3.16
Vardas15822     Pavarde15822    4.28
Vardas15823     Pavarde15823    4.72
Vardas15827     Pavarde15827    4.20
Vardas15830     Pavarde15830    4.88
Vardas15831     Pavarde15831    2.40
Vardas15832     Pavarde15832    2.92
Vardas15833     Pavarde15833    2.80
Vardas15834     Pavarde15834    4.56
Vardas15835     Pavarde15835    4.88
Vardas15836     Pavarde15836    4.64
Vardas15837     Pavarde15837    4.84
Vardas15839     Pavarde15839    3.88
Vardas15843     Pavarde15843    2.24
Vardas15844     Pavarde15844    4.92
Vardas15845     Pavarde15845    3.68
Vardas15848     Pavarde15848    3.16
Vardas15852     Pavarde15852    2.88
Vardas15853     Pavarde15853    3.60
Vardas15855     Pavarde15855    4.56
Vardas15859     Pavarde15859    3.00
Vardas15861     Pavarde15861    4.88
Vardas15862     Pavarde15862    4.00
Vardas15869     Pavarde15869    3.32
Vardas15870     Pavarde15870    4.48
Vardas15881     Pavarde15881    2.96
Vardas15883     Pavarde15883    3.84
Vardas15885     Pavarde15885    3.48
Vardas15886     Pavarde15886    4.04
Vardas15890     Pavarde15890    4.76
Vardas15891     Pavarde15891    2.60
Vardas15892     Pavarde15892    3.76
Vardas15903     Pavarde15903    4.72
Vardas15906     Pavarde15906    4.52
Vardas15907     Pavarde15907    3.92
Vardas15910     Pavarde15910    4.12
Vardas15914     Pavarde15914    2.52
Vardas15922     Pavarde15922    4.08
Vardas15923     Pavarde15923    4.92
Vardas15925     Pavarde15925    2.84
Vardas15928     Pavarde15928    2.84
Vardas15930     Pavarde15930    3.48
Vardas15933     Pavarde15933    4.20
Vardas15937     Pavarde15937    4.76
Vardas15949     Pavarde15949    3.32
Vardas15952     Pavarde15952    1.80
Vardas15954     Pavarde15954    3.52
Vardas15955     Pavarde15955    3.60
Vardas15961     Pavarde15961    3.96
Vardas15962     Pavarde15962    4.72
Vardas15965     Pavarde15965    2.56
Vardas15968     Pavarde15968    3.68
Vardas15970     Pavarde15970    2.80
Vardas15971     Pavarde15971    3.28
Vardas15973     Pavarde15973    2.92
Vardas15975     Pavarde15975    2.48
Vardas15977     Pavarde15977    3.48
Vardas15979     Pavarde15979    4.68
Vardas15982     Pavarde15982    4.36
Vardas15984     Pavarde15984    3.68
Vardas15985     Pavarde15985    3.84
Vardas15988     Pavarde15988    2.52
Vardas15991     Pavarde15991    4.84
Vardas15992     Pavarde15992    4.84
Vardas15996     Pavarde15996    3.76
Vardas15997     Pavarde15997    3.84
Vardas15998     Pavarde15998    3.32
Vardas16002     Pavarde16002    2.28
Vardas16003     Pavarde16003    3.84
Vardas16004     Pavarde16004    4.60
Vardas16006     Pavarde16006    4.52
Vardas16007     Pavarde16007    3.12
Vardas16010     Pavarde16010    3.32
Vardas16015     Pavarde16015    3.84
Vardas16016     Pavarde16016    2.04
Vardas16018     Pavarde16018    3.64
Vardas16020     Pavarde16020    2.76
Vardas16021     Pavarde16021    2.92
Vardas16024     Pavarde16024    4.36
Vardas16025     Pavarde16025    4.16
Vardas16027     Pavarde16027    2.92
Vardas16029     Pavarde16029    4.24
Vardas16030     Pavarde16030    3.88
Vardas16033     Pavarde16033    2.96
Vardas16035     Pavarde16035    4.56
Vardas16037     Pavarde16037    2.76
Vardas16038     Pavarde16038    2.12
Vardas16040     Pavarde16040    3.92
Vardas16043     Pavarde16043    3.16
Vardas16047     Pavarde16047    2.84
Vardas16048     Pavarde16048    3.28
Vardas16050     Pavarde16050    3.24
Vardas16052     Pavarde16052    3.48
Vardas16053     Pavarde16053    3.68
Vardas16054     Pavarde16054    3.28
Vardas16061     Pavarde16061    2.72
Vardas16063     Pavarde16063    2.92
Vardas16065     Pavarde16065    3.80
Vardas16069     Pavarde16069    3.48
Vardas16073     Pavarde16073    4.40
Vardas16076     Pavarde16076    3.24
Vardas16083     Pavarde16083    4.96
Vardas16086     Pavarde16086    2.72
Vardas16091     Pavarde16091    4.96
Vardas16092     Pavarde16092    2.68
Vardas16100     Pavarde16100    4.04
Vardas16101     Pavarde16101    4.76
Vardas16102     Pavarde16102    3.76
Vardas16104     Pavarde16104    3.52
Vardas16110     Pavarde16110    3.04
Vardas16115     Pavarde16115    4.20
Vardas16116     Pavarde16116    3.16
Vardas16117     Pavarde16117    3.04
Vardas16118     Pavarde16118    4.72
Vardas16121     Pavarde16121    4.00
Vardas16123     Pavarde16123    4.36
Vardas16125     Pavarde16125    2.48
Vardas16126     Pavarde16126    2.60
Vardas16129     Pavarde16129    3.56
Vardas16130     Pavarde16130    3.84
Vardas16131     Pavarde16131    4.00
Vardas16132     Pavarde16132    3.80
Vardas16133     Pavarde16133    3.88
Vardas16137     Pavarde16137    4.04
Vardas16138     Pavarde16138    4.52
Vardas16139     Pavarde16139    3.20
Vardas16142     Pavarde16142    3.04
Vardas16143     Pavarde16143    2.72
Vardas16144     Pavarde16144    4.52
Vardas16149     Pavarde16149    4.20
Vardas16150     Pavarde16150    3.72
Vardas16151     Pavarde16151    4.64
Vardas16153     Pavarde16153    3.00
Vardas16159     Pavarde16159    4.20
Vardas16164     Pavarde16164    4.84
Vardas16165     Pavarde16165    4.16
Vardas16166     Pavarde16166    4.12
Vardas16170     Pavarde16170    3.48
Vardas16172     Pavarde16172    4.72
Vardas16173     Pavarde16173    2.76
Vardas16175     Pavarde16175    3.16
Vardas16176     Pavarde16176    3.64
Vardas16178     Pavarde16178    2.20
Vardas16182     Pavarde16182    3.24
Vardas16185     Pavarde16185    3.60
Vardas16187     Pavarde16187    3.76
Vardas16188     Pavarde16188    4.16
Vardas16190     Pavarde16190    4.68
Vardas16192     Pavarde16192    4.72
Vardas16194     Pavarde16194    3.24
Vardas16195     Pavarde16195    3.20
Vardas16196     Pavarde16196    2.20
Vardas16197     Pavarde16197    4.52
Vardas16201     Pavarde16201    3.24
Vardas16202     Pavarde16202    3.92
Vardas16203     Pavarde16203    3.36
Vardas16204     Pavarde16204    3.24
Vardas16205     Pavarde16205    4.16
Vardas16208     Pavarde16208    4.00
Vardas16209     Pavarde16209    2.92
Vardas16210     Pavarde16210    2.80
Vardas16211     Pavarde16211    2.48
Vardas16222     Pavarde16222    2.44
Vardas16223     Pavarde16223    2.92
Vardas16224     Pavarde16224    3.96
Vardas16226     Pavarde16226    4.08
Vardas16227     Pavarde16227    3.96
Vardas16229     Pavarde16229    3.32
Vardas16231     Pavarde16231    4.16
Vardas16233     Pavarde16233    4.08
Vardas16235     Pavarde16235    4.96
Vardas16237     Pavarde16237    4.40
Vardas16239     Pavarde16239    4.08
Vardas16240     Pavarde16240    4.08
Vardas16251     Pavarde16251    3.96
Vardas16253     Pavarde16253    3.40
Vardas16256     Pavarde16256    3.92
Vardas16257     Pavarde16257    4.20
Vardas16259     Pavarde16259    4.32
Vardas16260     Pavarde16260    4.44
Vardas16262     Pavarde16262    3.56
Vardas16264     Pavarde16264    2.44
Vardas16265     Pavarde16265    2.44
Vardas16266     Pavarde16266    2.44
Vardas16267     Pavarde16267    4.48
Vardas16270     Pavarde16270    3.48
Vardas16271     Pavarde16271    1.64
Vardas16272     Pavarde16272    4.56
Vardas16274     Pavarde16274    3.48
Vardas16275     Pavarde16275    2.20
Vardas16276     Pavarde16276    4.24
Vardas16278     Pavarde16278    3.04
Vardas16279     Pavarde16279    4.20
Vardas16280     Pavarde16280    4.36
Vardas16281     Pavarde16281    4.60
Vardas16287     Pavarde16287    3.52
Vardas16290     Pavarde16290    1.80
Vardas16297     Pavarde16297    3.56
Vardas16299     Pavarde16299    4.60
Vardas16301     Pavarde16301    3.44
Vardas16305     Pavarde16305    3.84
Vardas16306     Pavarde16306    3.68
Vardas16308     Pavarde16308    4.24
Vardas16309     Pavarde16309    4.48
Vardas16312     Pavarde16312    2.92
Vardas16313     Pavarde16313    3.76
Vardas16314     Pavarde16314    4.24
Vardas16315     Pavarde16315    4.72
Vardas16318     Pavarde16318    2.68
Vardas16320     Pavarde16320    4.88
Vardas16328     Pavarde16328    3.52
Vardas16329     Pavarde16329    4.52
Vardas16335     Pavarde16335    3.96
Vardas16336     Pavarde16336    3.00
Vardas16340     Pavarde16340    3.16
Vardas16341     Pavarde16341    3.88
Vardas16349     Pavarde16349    2.60
Vardas16350     Pavarde16350    3.16
Vardas16351     Pavarde16351    2.36
Vardas16352     Pavarde16352    3.48
Vardas16358     Pavarde16358    3.08
Vardas16359     Pavarde16359    3.76
Vardas16367     Pavarde16367    3.04
Vardas16368     Pavarde16368    2.68
Vardas16369     Pavarde16369    3.12
Vardas16371     Pavarde16371    3.24
Vardas16374     Pavarde16374    4.08
Vardas16376     Pavarde16376    2.52
Vardas16377     Pavarde16377    3.64
Vardas16382     Pavarde16382    2.68
Vardas16383     Pavarde16383    3.28
Vardas16384     Pavarde16384    2.52
Vardas16387     Pavarde16387    4.52
Vardas16390     Pavarde16390    2.08
Vardas16392     Pavarde16392    4.68
Vardas16400     Pavarde16400    2.28
Vardas16402     Pavarde16402    4.88
Vardas16404     Pavarde16404    3.12
Vardas16410     Pavarde16410    3.40
Vardas16415     Pavarde16415    3.68
Vardas16416     Pavarde16416    3.40
Vardas16418     Pavarde16418    3.12
Vardas16421     Pavarde16421    3.04
Vardas16422     Pavarde16422    3.80
Vardas16429     Pavarde16429    4.88
Vardas16430     Pavarde16430    4.12
Vardas16431     Pavarde16431    4.60
Vardas16432     Pavarde16432    3.56
Vardas16434     Pavarde16434    3.44
Vardas16435     Pavarde16435    3.76
Vardas16439     Pavarde16439    2.92
Vardas16443     Pavarde16443    3.48
Vardas16444     Pavarde16444    4.96
Vardas16445     Pavarde16445    4.00
Vardas16448     Pavarde16448    4.84
Vardas16449     Pavarde16449    2.68
Vardas16451     Pavarde16451    4.36
Vardas16454     Pavarde16454    4.76
Vardas16456     Pavarde16456    4.96
Vardas16457     Pavarde16457    3.08
Vardas16463     Pavarde16463    4.00
Vardas16464     Pavarde16464    3.08
Vardas16466     Pavarde16466    4.64
Vardas16468     Pavarde16468    4.44
Vardas16471     Pavarde16471    4.24
Vardas16474     Pavarde16474    4.92
Vardas16475     Pavarde16475    4.28
Vardas16476     Pavarde16476    4.52
Vardas16480     Pavarde16480    3.20
Vardas16482     Pavarde16482    2.72
Vardas16487     Pavarde16487    4.12
Vardas16489     Pavarde16489    4.36
Vardas16491     Pavarde16491    4.04
Vardas16492     Pavarde16492    3.12
Vardas16493     Pavarde16493    4.56
Vardas16494     Pavarde16494    3.68
Vardas16496     Pavarde16496    2.72
Vardas16500     Pavarde16500    1.80
Vardas16501     Pavarde16501    4.32
Vardas16502     Pavarde16502    4.08
Vardas16503     Pavarde16503    4.92
Vardas16507     Pavarde16507    4.12
Vardas16508     Pavarde16508    3.76
Vardas16509     Pavarde16509    4.40
Vardas16511     Pavarde16511    3.04
Vardas16512     Pavarde16512    4.80
Vardas16513     Pavarde16513    3.60
Vardas16514     Pavarde16514    4.88
Vardas16516     Pavarde16516    4.24
Vardas16518     Pavarde16518    3.04
Vardas16520     Pavarde16520    4.52
Vardas16527     Pavarde16527    3.44
Vardas16535     Pavarde16535    2.12
Vardas16539     Pavarde16539    2.60
Vardas16543     Pavarde16543    4.56
Vardas16545     Pavarde16545    4.32
Vardas16547     Pavarde16547    3.16
Vardas16550     Pavarde16550    2.80
Vardas16558     Pavarde16558    3.00
Vardas16559     Pavarde16559    1.56
Vardas16560     Pavarde16560    3.84
Vardas16561     Pavarde16561    4.84
Vardas16562     Pavarde16562    2.96
Vardas16563     Pavarde16563    4.84
Vardas16565     Pavarde16565    4.08
Vardas16568     Pavarde16568    4.84
Vardas16569     Pavarde16569    2.36
Vardas16570     Pavarde16570    3.16
Vardas16577     Pavarde16577    4.56
Vardas16578     Pavarde16578    2.60
Vardas16580     Pavarde16580    2.44
Vardas16582     Pavarde16582    4.88
Vardas16584     Pavarde16584    2.92
Vardas16590     Pavarde16590    4.48
Vardas16593     Pavarde16593    3.12
Vardas16597     Pavarde16597    3.40
Vardas16599     Pavarde16599    3.48
Vardas16600     Pavarde16600    2.04
Vardas16601     Pavarde16601    4.04
Vardas16605     Pavarde16605    4.04
Vardas16609     Pavarde16609    3.52
Vardas16613     Pavarde16613    4.76
Vardas16615     Pavarde16615    3.76
Vardas16616     Pavarde16616    3.84
Vardas16617     Pavarde16617    3.96
Vardas16618     Pavarde16618    3.08
Vardas16619     Pavarde16619    2.48
Vardas16620     Pavarde16620    3.68
Vardas16621     Pavarde16621    3.04
Vardas16624     Pavarde16624    3.08
Vardas16626     Pavarde16626    4.40
Vardas16629     Pavarde16629    4.76
Vardas16631     Pavarde16631    2.68
Vardas16634     Pavarde16634    2.92
Vardas16635     Pavarde16635    4.28
Vardas16636     Pavarde16636    4.80
Vardas16637     Pavarde16637    4.84
Vardas16638     Pavarde16638    2.64
Vardas16641     Pavarde16641    3.24
Vardas16642     Pavarde16642    4.92
Vardas16643     Pavarde16643    3.88
Vardas16648     Pavarde16648    4.16
Vardas16649     Pavarde16649    4.48
Vardas16654     Pavarde16654    4.48
Vardas16655     Pavarde16655    4.36
Vardas16656     Pavarde16656    3.12
Vardas16657     Pavarde16657    3.88
Vardas16658     Pavarde16658    3.20
Vardas16659     Pavarde16659    3.40
Vardas16660     Pavarde16660    2.04
Vardas16662     Pavarde16662    3.44
Vardas16663     Pavarde16663    3.36
Vardas16664     Pavarde16664    3.52
Vardas16666     Pavarde16666    2.80
Vardas16670     Pavarde16670    4.48
