Vardas         Pavarde        Galutinis balas (vid.)
Vardas820      Pavarde820      4.00
Vardas821      Pavarde821      6.12
Vardas822      Pavarde822      5.08
Vardas823      Pavarde823      4.28
Vardas824      Pavarde824      4.76
Vardas825      Pavarde825      7.92
Vardas826      Pavarde826      5.76
Vardas827      Pavarde827      6.80
Vardas828      Pavarde828      5.28
Vardas829      Pavarde829      8.24
Vardas830      Pavarde830      2.84
Vardas831      Pavarde831      4.88
Vardas832      Pavarde832      3.16
Vardas833      Pavarde833      6.88
Vardas834      Pavarde834      5.68
Vardas835      Pavarde835      6.84
Vardas836      Pavarde836      4.96
Vardas837      Pavarde837      4.04
Vardas838      Pavarde838      4.96
Vardas839      Pavarde839      7.64
Vardas840      Pavarde840      2.20
Vardas841      Pavarde841      7.24
Vardas842      Pavarde842      4.44
Vardas843      Pavarde843      6.56
Vardas844      Pavarde844      7.72
Vardas845      Pavarde845      5.56
Vardas846      Pavarde846      4.60
Vardas847      Pavarde847      2.84
Vardas848      Pavarde848      6.96
Vardas849      Pavarde849      5.52
Vardas850      Pavarde850      4.92
Vardas851      Pavarde851      4.48
Vardas852      Pavarde852      5.48
Vardas853      Pavarde853      4.44
Vardas854      Pavarde854      4.28
Vardas855      Pavarde855      2.84
Vardas856      Pavarde856      2.64
Vardas857      Pavarde857      7.28
Vardas858      Pavarde858      6.92
Vardas859      Pavarde859      7.12
Vardas860      Pavarde860      4.60
Vardas861      Pavarde861      6.32
Vardas862      Pavarde862      7.32
Vardas863      Pavarde863      2.72
Vardas864      Pavarde864      6.72
Vardas865      Pavarde865      8.72
Vardas866      Pavarde866      8.04
Vardas867      Pavarde867      6.76
Vardas868      Pavarde868      7.40
Vardas869      Pavarde869      6.72
Vardas870      Pavarde870      8.16
Vardas871      Pavarde871      4.28
Vardas872      Pavarde872      7.40
Vardas873      Pavarde873      3.44
Vardas874      Pavarde874      7.20
Vardas875      Pavarde875      4.60
Vardas876      Pavarde876      5.92
Vardas877      Pavarde877      6.92
Vardas878      Pavarde878      5.52
Vardas879      Pavarde879      4.68
Vardas880      Pavarde880      2.36
Vardas881      Pavarde881      3.76
Vardas882      Pavarde882      4.40
Vardas883      Pavarde883      6.12
Vardas884      Pavarde884      4.72
Vardas885      Pavarde885      6.44
Vardas886      Pavarde886      6.36
Vardas887      Pavarde887      7.76
Vardas888      Pavarde888      5.56
Vardas889      Pavarde889      8.44
Vardas890      Pavarde890      7.68
Vardas891      Pavarde891      3.60
Vardas892      Pavarde892      7.40
Vardas893      Pavarde893      5.56
Vardas894      Pavarde894      7.52
Vardas895      Pavarde895      8.08
Vardas896      Pavarde896      5.64
Vardas897      Pavarde897      6.72
Vardas898      Pavarde898      3.48
Vardas899      Pavarde899      5.44
Vardas900      Pavarde900      6.88
Vardas901      Pavarde901      6.84
Vardas902      Pavarde902      5.28
Vardas903      Pavarde903      2.92
Vardas904      Pavarde904      2.56
Vardas905      Pavarde905      4.72
Vardas906      Pavarde906      4.20
Vardas907      Pavarde907      8.40
Vardas908      Pavarde908      2.76
Vardas909      Pavarde909      2.76
Vardas910      Pavarde910      6.20
Vardas911      Pavarde911      6.28
Vardas912      Pavarde912      7.80
Vardas913      Pavarde913      4.64
Vardas914      Pavarde914      7.72
Vardas915      Pavarde915      5.88
Vardas916      Pavarde916      4.52
Vardas917      Pavarde917      4.12
Vardas918      Pavarde918      3.16
Vardas919      Pavarde919      5.64
Vardas920      Pavarde920      3.16
Vardas921      Pavarde921      5.92
Vardas922      Pavarde922      3.48
Vardas923      Pavarde923      4.24
Vardas924      Pavarde924      7.36
Vardas925      Pavarde925      3.96
Vardas926      Pavarde926      6.56
Vardas927      Pavarde927      1.88
Vardas928      Pavarde928      7.44
Vardas929      Pavarde929      4.80
Vardas930      Pavarde930      3.36
Vardas931      Pavarde931      4.80
Vardas932      Pavarde932      4.08
Vardas933      Pavarde933      2.96
Vardas934      Pavarde934      3.76
Vardas935      Pavarde935      2.60
Vardas936      Pavarde936      4.32
Vardas937      Pavarde937      5.84
Vardas938      Pavarde938      5.92
Vardas939      Pavarde939      7.40
Vardas940      Pavarde940      6.80
Vardas941      Pavarde941      8.32
Vardas942      Pavarde942      8.40
Vardas943      Pavarde943      2.96
Vardas944      Pavarde944      5.88
Vardas945      Pavarde945      7.48
Vardas946      Pavarde946      7.28
Vardas947      Pavarde947      6.64
Vardas948      Pavarde948      6.56
Vardas949      Pavarde949      3.52
Vardas950      Pavarde950      5.36
Vardas951      Pavarde951      6.32
Vardas952      Pavarde952      2.68
Vardas953      Pavarde953      4.48
Vardas954      Pavarde954      8.72
Vardas955      Pavarde955      6.56
Vardas956      Pavarde956      6.28
Vardas957      Pavarde957      4.92
Vardas958      Pavarde958      5.60
Vardas959      Pavarde959      7.40
Vardas960      Pavarde960      3.20
Vardas961      Pavarde961      6.76
Vardas962      Pavarde962      3.84
Vardas963      Pavarde963      6.16
Vardas964      Pavarde964      5.92
Vardas965      Pavarde965      4.00
Vardas966      Pavarde966      6.36
Vardas967      Pavarde967      3.40
Vardas968      Pavarde968      5.64
Vardas969      Pavarde969      4.92
Vardas970      Pavarde970      6.00
Vardas971      Pavarde971      7.68
Vardas972      Pavarde972      8.36
Vardas973      Pavarde973      5.04
Vardas974      Pavarde974      5.08
Vardas975      Pavarde975      5.80
Vardas976      Pavarde976      4.08
Vardas977      Pavarde977      2.84
Vardas978      Pavarde978      3.44
Vardas979      Pavarde979      5.56
Vardas980      Pavarde980      5.12
Vardas981      Pavarde981      7.08
Vardas982      Pavarde982      5.24
Vardas983      Pavarde983      3.52
Vardas984      Pavarde984      8.32
Vardas985      Pavarde985      6.36
Vardas986      Pavarde986      4.36
Vardas987      Pavarde987      7.08
Vardas988      Pavarde988      2.12
Vardas989      Pavarde989      5.84
Vardas990      Pavarde990      7.08
Vardas991      Pavarde991      7.72
Vardas992      Pavarde992      6.64
Vardas993      Pavarde993      2.28
Vardas994      Pavarde994      6.52
Vardas995      Pavarde995      2.20
Vardas996      Pavarde996      7.20
Vardas997      Pavarde997      3.20
Vardas998      Pavarde998      4.36
Vardas999      Pavarde999      2.76
Vardas1000     Pavarde1000     3.72
