Vardas         Pavarde        Galutinis balas (vid.)
Vardas2290      Pavarde2290     9.20
Vardas2292      Pavarde2292     6.04
Vardas2293      Pavarde2293     5.92
Vardas2294      Pavarde2294     7.60
Vardas2297      Pavarde2297     6.00
Vardas2298      Pavarde2298     8.24
Vardas2299      Pavarde2299     8.72
Vardas2300      Pavarde2300     7.00
Vardas2302      Pavarde2302     7.68
Vardas2306      Pavarde2306     6.76
Vardas2308      Pavarde2308     5.52
Vardas2310      Pavarde2310     7.04
Vardas2315      Pavarde2315     7.16
Vardas2316      Pavarde2316     6.64
Vardas2317      Pavarde2317     8.72
Vardas2318      Pavarde2318     5.00
Vardas2320      Pavarde2320     5.04
Vardas2321      Pavarde2321     5.64
Vardas2322      Pavarde2322     5.12
Vardas2323      Pavarde2323     6.80
Vardas2324      Pavarde2324     7.84
Vardas2327      Pavarde2327     6.88
Vardas2328      Pavarde2328     7.36
Vardas2329      Pavarde2329     5.04
Vardas2330      Pavarde2330     7.40
Vardas2332      Pavarde2332     6.96
Vardas2333      Pavarde2333     8.32
Vardas2334      Pavarde2334     5.72
Vardas2336      Pavarde2336     6.20
Vardas2338      Pavarde2338     6.96
Vardas2340      Pavarde2340     5.04
Vardas2341      Pavarde2341     5.44
Vardas2342      Pavarde2342     5.68
Vardas2343      Pavarde2343     6.64
Vardas2348      Pavarde2348     6.80
Vardas2351      Pavarde2351     7.28
Vardas2353      Pavarde2353     7.64
Vardas2354      Pavarde2354     6.24
Vardas2356      Pavarde2356     5.36
Vardas2357      Pavarde2357     8.24
Vardas2358      Pavarde2358     7.68
Vardas2360      Pavarde2360     7.20
Vardas2366      Pavarde2366     7.52
Vardas2371      Pavarde2371     8.56
Vardas2375      Pavarde2375     5.08
Vardas2378      Pavarde2378     9.12
Vardas2379      Pavarde2379     5.80
Vardas2382      Pavarde2382     6.68
Vardas2383      Pavarde2383     8.44
Vardas2384      Pavarde2384     5.32
Vardas2387      Pavarde2387     7.28
Vardas2390      Pavarde2390     7.64
Vardas2391      Pavarde2391     7.72
Vardas2394      Pavarde2394     5.48
Vardas2395      Pavarde2395     5.08
Vardas2398      Pavarde2398     6.12
Vardas2399      Pavarde2399     7.04
Vardas2402      Pavarde2402     5.56
Vardas2403      Pavarde2403     8.16
Vardas2406      Pavarde2406     6.80
Vardas2407      Pavarde2407     8.08
Vardas2409      Pavarde2409     7.64
Vardas2412      Pavarde2412     7.20
Vardas2413      Pavarde2413     8.08
Vardas2414      Pavarde2414     5.44
Vardas2416      Pavarde2416     5.92
Vardas2419      Pavarde2419     6.20
Vardas2420      Pavarde2420     7.08
Vardas2422      Pavarde2422     5.88
Vardas2423      Pavarde2423     7.40
Vardas2426      Pavarde2426     7.72
Vardas2427      Pavarde2427     5.52
Vardas2428      Pavarde2428     6.40
Vardas2429      Pavarde2429     8.88
Vardas2430      Pavarde2430     7.56
Vardas2432      Pavarde2432     5.48
Vardas2434      Pavarde2434     6.96
Vardas2435      Pavarde2435     5.80
Vardas2436      Pavarde2436     7.12
Vardas2440      Pavarde2440     8.48
Vardas2443      Pavarde2443     6.68
Vardas2444      Pavarde2444     5.40
Vardas2445      Pavarde2445     6.84
Vardas2446      Pavarde2446     7.92
Vardas2448      Pavarde2448     7.68
Vardas2452      Pavarde2452     7.20
Vardas2455      Pavarde2455     7.52
Vardas2459      Pavarde2459     7.76
Vardas2460      Pavarde2460     8.08
Vardas2461      Pavarde2461     6.92
Vardas2462      Pavarde2462     5.00
Vardas2463      Pavarde2463     6.40
Vardas2464      Pavarde2464     5.36
Vardas2465      Pavarde2465     5.32
Vardas2466      Pavarde2466     5.12
Vardas2468      Pavarde2468     6.88
Vardas2469      Pavarde2469     5.00
Vardas2475      Pavarde2475     5.04
Vardas2478      Pavarde2478     6.84
Vardas2479      Pavarde2479     5.16
Vardas2481      Pavarde2481     5.84
Vardas2482      Pavarde2482     5.24
Vardas2483      Pavarde2483     5.76
Vardas2486      Pavarde2486     9.04
Vardas2487      Pavarde2487     8.40
Vardas2488      Pavarde2488     8.60
Vardas2489      Pavarde2489     5.92
Vardas2490      Pavarde2490     7.72
Vardas2491      Pavarde2491     7.60
Vardas2492      Pavarde2492     6.96
Vardas2495      Pavarde2495     7.12
Vardas2498      Pavarde2498     5.60
Vardas2501      Pavarde2501     6.36
Vardas2504      Pavarde2504     6.32
Vardas2505      Pavarde2505     6.84
Vardas2509      Pavarde2509     8.44
Vardas2510      Pavarde2510     5.84
Vardas2512      Pavarde2512     7.76
Vardas2513      Pavarde2513     8.48
Vardas2514      Pavarde2514     7.48
Vardas2516      Pavarde2516     5.08
Vardas2518      Pavarde2518     6.32
Vardas2521      Pavarde2521     7.24
Vardas2523      Pavarde2523     6.36
Vardas2525      Pavarde2525     6.20
Vardas2526      Pavarde2526     5.92
Vardas2527      Pavarde2527     7.16
Vardas2528      Pavarde2528     5.52
Vardas2531      Pavarde2531     7.72
Vardas2533      Pavarde2533     6.60
Vardas2535      Pavarde2535     5.76
Vardas2536      Pavarde2536     5.24
Vardas2540      Pavarde2540     8.44
Vardas2541      Pavarde2541     8.40
Vardas2549      Pavarde2549     7.80
Vardas2552      Pavarde2552     6.24
Vardas2553      Pavarde2553     7.72
Vardas2555      Pavarde2555     6.76
Vardas2556      Pavarde2556     5.84
Vardas2557      Pavarde2557     6.12
Vardas2558      Pavarde2558     6.32
Vardas2559      Pavarde2559     5.04
Vardas2560      Pavarde2560     6.68
Vardas2561      Pavarde2561     7.24
Vardas2563      Pavarde2563     5.44
Vardas2564      Pavarde2564     5.88
Vardas2565      Pavarde2565     6.68
Vardas2566      Pavarde2566     7.04
Vardas2567      Pavarde2567     5.52
Vardas2571      Pavarde2571     6.60
Vardas2573      Pavarde2573     6.20
Vardas2576      Pavarde2576     5.48
Vardas2577      Pavarde2577     5.76
Vardas2578      Pavarde2578     7.48
Vardas2581      Pavarde2581     7.76
Vardas2582      Pavarde2582     7.92
Vardas2583      Pavarde2583     8.04
Vardas2584      Pavarde2584     6.76
Vardas2585      Pavarde2585     5.36
Vardas2586      Pavarde2586     5.24
Vardas2592      Pavarde2592     7.12
Vardas2593      Pavarde2593     8.00
Vardas2594      Pavarde2594     6.64
Vardas2596      Pavarde2596     5.16
Vardas2597      Pavarde2597     7.40
Vardas2598      Pavarde2598     5.52
Vardas2602      Pavarde2602     6.56
Vardas2603      Pavarde2603     5.48
Vardas2604      Pavarde2604     8.00
Vardas2605      Pavarde2605     8.04
Vardas2606      Pavarde2606     8.32
Vardas2607      Pavarde2607     8.64
Vardas2609      Pavarde2609     5.36
Vardas2610      Pavarde2610     8.08
Vardas2613      Pavarde2613     6.08
Vardas2615      Pavarde2615     6.16
Vardas2616      Pavarde2616     8.72
Vardas2617      Pavarde2617     5.56
Vardas2618      Pavarde2618     5.00
Vardas2620      Pavarde2620     7.36
Vardas2622      Pavarde2622     8.48
Vardas2623      Pavarde2623     7.04
Vardas2625      Pavarde2625     5.72
Vardas2626      Pavarde2626     7.64
Vardas2627      Pavarde2627     8.32
Vardas2630      Pavarde2630     6.08
Vardas2635      Pavarde2635     7.52
Vardas2638      Pavarde2638     6.08
Vardas2640      Pavarde2640     5.28
Vardas2641      Pavarde2641     6.04
Vardas2642      Pavarde2642     8.48
Vardas2643      Pavarde2643     5.84
Vardas2644      Pavarde2644     7.40
Vardas2646      Pavarde2646     8.04
Vardas2653      Pavarde2653     9.04
Vardas2655      Pavarde2655     7.56
Vardas2656      Pavarde2656     8.08
Vardas2659      Pavarde2659     5.32
Vardas2660      Pavarde2660     5.12
Vardas2663      Pavarde2663     8.32
Vardas2664      Pavarde2664     7.88
Vardas2666      Pavarde2666     7.00
Vardas2667      Pavarde2667     5.32
Vardas2669      Pavarde2669     8.24
Vardas2670      Pavarde2670     7.28
Vardas2671      Pavarde2671     7.00
Vardas2672      Pavarde2672     7.76
Vardas2674      Pavarde2674     5.96
Vardas2675      Pavarde2675     5.40
Vardas2678      Pavarde2678     6.68
Vardas2679      Pavarde2679     5.96
Vardas2680      Pavarde2680     7.04
Vardas2681      Pavarde2681     5.44
Vardas2682      Pavarde2682     6.60
Vardas2684      Pavarde2684     7.52
Vardas2685      Pavarde2685     5.72
Vardas2688      Pavarde2688     7.20
Vardas2691      Pavarde2691     7.20
Vardas2692      Pavarde2692     5.92
Vardas2693      Pavarde2693     7.64
Vardas2697      Pavarde2697     6.64
Vardas2699      Pavarde2699     5.76
Vardas2701      Pavarde2701     5.32
Vardas2704      Pavarde2704     5.44
Vardas2705      Pavarde2705     5.40
Vardas2706      Pavarde2706     6.12
Vardas2707      Pavarde2707     7.60
Vardas2714      Pavarde2714     5.92
Vardas2715      Pavarde2715     7.16
Vardas2716      Pavarde2716     8.64
Vardas2717      Pavarde2717     7.80
Vardas2718      Pavarde2718     6.28
Vardas2720      Pavarde2720     8.56
Vardas2721      Pavarde2721     8.56
Vardas2722      Pavarde2722     6.04
Vardas2724      Pavarde2724     5.32
Vardas2727      Pavarde2727     5.84
Vardas2728      Pavarde2728     7.36
Vardas2729      Pavarde2729     7.40
Vardas2732      Pavarde2732     5.24
Vardas2733      Pavarde2733     5.88
Vardas2734      Pavarde2734     7.44
Vardas2735      Pavarde2735     6.72
Vardas2736      Pavarde2736     6.16
Vardas2737      Pavarde2737     6.04
Vardas2741      Pavarde2741     7.40
Vardas2742      Pavarde2742     6.08
Vardas2743      Pavarde2743     5.72
Vardas2744      Pavarde2744     5.64
Vardas2745      Pavarde2745     6.16
Vardas2746      Pavarde2746     5.08
Vardas2747      Pavarde2747     7.80
Vardas2748      Pavarde2748     5.96
Vardas2750      Pavarde2750     5.32
Vardas2751      Pavarde2751     5.84
Vardas2752      Pavarde2752     8.04
Vardas2753      Pavarde2753     8.48
Vardas2754      Pavarde2754     7.48
Vardas2755      Pavarde2755     7.32
Vardas2756      Pavarde2756     5.60
Vardas2757      Pavarde2757     7.64
Vardas2758      Pavarde2758     8.56
Vardas2761      Pavarde2761     7.04
Vardas2762      Pavarde2762     8.28
Vardas2763      Pavarde2763     6.36
Vardas2764      Pavarde2764     7.80
Vardas2765      Pavarde2765     7.84
Vardas2767      Pavarde2767     6.80
Vardas2770      Pavarde2770     6.40
Vardas2772      Pavarde2772     8.56
Vardas2773      Pavarde2773     5.12
Vardas2775      Pavarde2775     8.36
Vardas2776      Pavarde2776     7.32
Vardas2778      Pavarde2778     7.28
Vardas2780      Pavarde2780     5.88
Vardas2781      Pavarde2781     6.04
Vardas2782      Pavarde2782     7.96
Vardas2783      Pavarde2783     7.84
Vardas2784      Pavarde2784     6.40
Vardas2785      Pavarde2785     6.52
Vardas2786      Pavarde2786     6.48
Vardas2791      Pavarde2791     5.00
Vardas2792      Pavarde2792     8.40
Vardas2793      Pavarde2793     7.92
Vardas2794      Pavarde2794     8.28
Vardas2797      Pavarde2797     5.32
Vardas2798      Pavarde2798     6.80
Vardas2799      Pavarde2799     6.32
Vardas2800      Pavarde2800     5.24
Vardas2801      Pavarde2801     7.68
Vardas2802      Pavarde2802     7.40
Vardas2805      Pavarde2805     7.76
Vardas2807      Pavarde2807     7.48
Vardas2808      Pavarde2808     6.28
Vardas2809      Pavarde2809     7.92
Vardas2810      Pavarde2810     6.80
Vardas2811      Pavarde2811     5.68
Vardas2812      Pavarde2812     7.60
Vardas2813      Pavarde2813     5.92
Vardas2814      Pavarde2814     6.60
Vardas2815      Pavarde2815     6.16
Vardas2816      Pavarde2816     7.52
Vardas2819      Pavarde2819     9.20
Vardas2820      Pavarde2820     8.64
Vardas2822      Pavarde2822     6.68
Vardas2823      Pavarde2823     8.00
Vardas2826      Pavarde2826     9.12
Vardas2828      Pavarde2828     8.04
Vardas2829      Pavarde2829     7.64
Vardas2830      Pavarde2830     7.08
Vardas2831      Pavarde2831     6.52
Vardas2832      Pavarde2832     8.44
Vardas2833      Pavarde2833     7.36
Vardas2834      Pavarde2834     6.48
Vardas2835      Pavarde2835     5.92
Vardas2837      Pavarde2837     6.36
Vardas2839      Pavarde2839     6.60
Vardas2840      Pavarde2840     7.68
Vardas2841      Pavarde2841     8.60
Vardas2842      Pavarde2842     6.04
Vardas2843      Pavarde2843     7.24
Vardas2844      Pavarde2844     7.24
Vardas2845      Pavarde2845     7.76
Vardas2846      Pavarde2846     5.84
Vardas2847      Pavarde2847     8.40
Vardas2848      Pavarde2848     7.28
Vardas2849      Pavarde2849     6.80
Vardas2850      Pavarde2850     5.24
Vardas2852      Pavarde2852     6.36
Vardas2854      Pavarde2854     7.24
Vardas2855      Pavarde2855     6.32
Vardas2856      Pavarde2856     7.32
Vardas2858      Pavarde2858     6.28
Vardas2859      Pavarde2859     5.16
Vardas2860      Pavarde2860     8.00
Vardas2861      Pavarde2861     6.80
Vardas2862      Pavarde2862     5.20
Vardas2864      Pavarde2864     5.20
Vardas2867      Pavarde2867     7.92
Vardas2868      Pavarde2868     7.40
Vardas2869      Pavarde2869     7.44
Vardas2870      Pavarde2870     5.20
Vardas2872      Pavarde2872     6.48
Vardas2874      Pavarde2874     7.60
Vardas2875      Pavarde2875     7.76
Vardas2876      Pavarde2876     7.52
Vardas2877      Pavarde2877     6.20
Vardas2878      Pavarde2878     7.32
Vardas2879      Pavarde2879     8.24
Vardas2880      Pavarde2880     8.64
Vardas2886      Pavarde2886     7.20
Vardas2888      Pavarde2888     7.52
Vardas2889      Pavarde2889     5.72
Vardas2890      Pavarde2890     5.16
Vardas2891      Pavarde2891     8.52
Vardas2892      Pavarde2892     6.44
Vardas2893      Pavarde2893     7.28
Vardas2896      Pavarde2896     6.16
Vardas2899      Pavarde2899     7.48
Vardas2900      Pavarde2900     5.44
Vardas2902      Pavarde2902     8.08
Vardas2903      Pavarde2903     7.04
Vardas2904      Pavarde2904     6.88
Vardas2906      Pavarde2906     8.08
Vardas2907      Pavarde2907     6.04
Vardas2908      Pavarde2908     5.48
Vardas2909      Pavarde2909     7.56
Vardas2911      Pavarde2911     5.92
Vardas2913      Pavarde2913     5.08
Vardas2914      Pavarde2914     7.44
Vardas2916      Pavarde2916     5.16
Vardas2917      Pavarde2917     5.56
Vardas2918      Pavarde2918     5.64
Vardas2920      Pavarde2920     8.24
Vardas2921      Pavarde2921     6.40
Vardas2923      Pavarde2923     8.00
Vardas2924      Pavarde2924     5.72
Vardas2927      Pavarde2927     6.24
Vardas2928      Pavarde2928     5.52
Vardas2929      Pavarde2929     8.12
Vardas2931      Pavarde2931     7.56
Vardas2935      Pavarde2935     7.48
Vardas2936      Pavarde2936     5.72
Vardas2937      Pavarde2937     5.16
Vardas2939      Pavarde2939     7.80
Vardas2940      Pavarde2940     5.36
Vardas2941      Pavarde2941     8.32
Vardas2944      Pavarde2944     7.88
Vardas2945      Pavarde2945     5.16
Vardas2946      Pavarde2946     7.96
Vardas2950      Pavarde2950     6.76
Vardas2951      Pavarde2951     8.52
Vardas2953      Pavarde2953     6.88
Vardas2954      Pavarde2954     6.40
Vardas2955      Pavarde2955     5.44
Vardas2957      Pavarde2957     5.32
Vardas2959      Pavarde2959     7.80
Vardas2960      Pavarde2960     5.76
Vardas2963      Pavarde2963     6.20
Vardas2965      Pavarde2965     7.80
Vardas2966      Pavarde2966     6.88
Vardas2968      Pavarde2968     7.16
Vardas2969      Pavarde2969     5.32
Vardas2970      Pavarde2970     6.24
Vardas2976      Pavarde2976     7.68
Vardas2977      Pavarde2977     6.68
Vardas2979      Pavarde2979     8.64
Vardas2980      Pavarde2980     6.92
Vardas2981      Pavarde2981     8.12
Vardas2982      Pavarde2982     6.84
Vardas2987      Pavarde2987     7.72
Vardas2988      Pavarde2988     9.20
Vardas2989      Pavarde2989     8.00
Vardas2991      Pavarde2991     5.60
Vardas2993      Pavarde2993     7.24
Vardas2994      Pavarde2994     6.88
Vardas2995      Pavarde2995     9.12
Vardas2996      Pavarde2996     7.36
Vardas2998      Pavarde2998     5.24
Vardas3004      Pavarde3004     5.28
Vardas3005      Pavarde3005     6.24
Vardas3006      Pavarde3006     6.44
Vardas3007      Pavarde3007     5.96
Vardas3009      Pavarde3009     5.56
Vardas3010      Pavarde3010     6.60
Vardas3013      Pavarde3013     7.56
Vardas3014      Pavarde3014     7.64
Vardas3016      Pavarde3016     5.68
Vardas3018      Pavarde3018     5.96
Vardas3019      Pavarde3019     6.76
Vardas3020      Pavarde3020     6.84
Vardas3023      Pavarde3023     6.84
Vardas3025      Pavarde3025     6.20
Vardas3027      Pavarde3027     6.20
Vardas3031      Pavarde3031     7.60
Vardas3032      Pavarde3032     5.88
Vardas3033      Pavarde3033     5.72
Vardas3039      Pavarde3039     7.00
Vardas3040      Pavarde3040     6.12
Vardas3041      Pavarde3041     6.80
Vardas3042      Pavarde3042     7.16
Vardas3045      Pavarde3045     7.20
Vardas3047      Pavarde3047     7.40
Vardas3048      Pavarde3048     6.88
Vardas3057      Pavarde3057     7.96
Vardas3058      Pavarde3058     5.12
Vardas3059      Pavarde3059     5.96
Vardas3060      Pavarde3060     6.68
Vardas3063      Pavarde3063     7.04
Vardas3064      Pavarde3064     6.68
Vardas3065      Pavarde3065     6.28
Vardas3066      Pavarde3066     6.44
Vardas3069      Pavarde3069     5.28
Vardas3070      Pavarde3070     6.64
Vardas3073      Pavarde3073     7.04
Vardas3074      Pavarde3074     8.68
Vardas3075      Pavarde3075     7.64
Vardas3080      Pavarde3080     8.00
Vardas3082      Pavarde3082     5.24
Vardas3083      Pavarde3083     7.20
Vardas3084      Pavarde3084     5.44
Vardas3087      Pavarde3087     5.64
Vardas3088      Pavarde3088     7.08
Vardas3089      Pavarde3089     6.56
Vardas3090      Pavarde3090     5.40
Vardas3091      Pavarde3091     6.20
Vardas3092      Pavarde3092     8.60
Vardas3093      Pavarde3093     7.08
Vardas3094      Pavarde3094     5.88
Vardas3096      Pavarde3096     5.64
Vardas3097      Pavarde3097     7.08
Vardas3099      Pavarde3099     7.44
Vardas3100      Pavarde3100     7.80
Vardas3101      Pavarde3101     6.96
Vardas3102      Pavarde3102     5.08
Vardas3104      Pavarde3104     7.32
Vardas3105      Pavarde3105     5.52
Vardas3108      Pavarde3108     5.96
Vardas3109      Pavarde3109     5.96
Vardas3111      Pavarde3111     7.36
Vardas3112      Pavarde3112     9.12
Vardas3113      Pavarde3113     5.64
Vardas3115      Pavarde3115     7.88
Vardas3117      Pavarde3117     5.32
Vardas3118      Pavarde3118     7.72
Vardas3119      Pavarde3119     7.84
Vardas3122      Pavarde3122     6.12
Vardas3124      Pavarde3124     7.68
Vardas3126      Pavarde3126     6.08
Vardas3129      Pavarde3129     8.32
Vardas3131      Pavarde3131     6.32
Vardas3132      Pavarde3132     5.60
Vardas3136      Pavarde3136     7.84
Vardas3137      Pavarde3137     5.16
Vardas3139      Pavarde3139     8.20
Vardas3141      Pavarde3141     6.08
Vardas3142      Pavarde3142     5.04
Vardas3143      Pavarde3143     6.96
Vardas3146      Pavarde3146     7.44
Vardas3148      Pavarde3148     8.48
Vardas3149      Pavarde3149     7.40
Vardas3150      Pavarde3150     5.56
Vardas3152      Pavarde3152     7.32
Vardas3153      Pavarde3153     6.00
Vardas3154      Pavarde3154     5.72
Vardas3156      Pavarde3156     5.84
Vardas3157      Pavarde3157     7.72
Vardas3160      Pavarde3160     8.88
Vardas3161      Pavarde3161     5.96
Vardas3162      Pavarde3162     8.88
Vardas3163      Pavarde3163     5.92
Vardas3166      Pavarde3166     6.68
Vardas3168      Pavarde3168     7.84
Vardas3169      Pavarde3169     6.56
Vardas3170      Pavarde3170     7.56
Vardas3174      Pavarde3174     7.04
Vardas3175      Pavarde3175     8.96
Vardas3178      Pavarde3178     8.80
Vardas3180      Pavarde3180     5.48
Vardas3181      Pavarde3181     6.16
Vardas3183      Pavarde3183     7.64
Vardas3184      Pavarde3184     5.20
Vardas3187      Pavarde3187     6.68
Vardas3188      Pavarde3188     7.00
Vardas3189      Pavarde3189     6.20
Vardas3192      Pavarde3192     5.56
Vardas3193      Pavarde3193     5.60
Vardas3194      Pavarde3194     7.24
Vardas3195      Pavarde3195     8.20
Vardas3196      Pavarde3196     7.08
Vardas3197      Pavarde3197     7.32
Vardas3198      Pavarde3198     7.92
Vardas3199      Pavarde3199     5.60
Vardas3203      Pavarde3203     5.40
Vardas3205      Pavarde3205     8.72
Vardas3208      Pavarde3208     5.52
Vardas3209      Pavarde3209     7.00
Vardas3212      Pavarde3212     5.80
Vardas3215      Pavarde3215     6.24
Vardas3216      Pavarde3216     6.68
Vardas3218      Pavarde3218     8.00
Vardas3219      Pavarde3219     6.88
Vardas3221      Pavarde3221     8.64
Vardas3222      Pavarde3222     5.16
Vardas3225      Pavarde3225     6.88
Vardas3229      Pavarde3229     5.32
Vardas3230      Pavarde3230     7.56
Vardas3231      Pavarde3231     5.92
Vardas3233      Pavarde3233     6.12
Vardas3235      Pavarde3235     6.12
Vardas3236      Pavarde3236     6.64
Vardas3238      Pavarde3238     5.16
Vardas3240      Pavarde3240     7.64
Vardas3241      Pavarde3241     6.20
Vardas3243      Pavarde3243     7.16
Vardas3244      Pavarde3244     7.04
Vardas3245      Pavarde3245     5.08
Vardas3246      Pavarde3246     7.08
Vardas3248      Pavarde3248     5.36
Vardas3253      Pavarde3253     7.16
Vardas3255      Pavarde3255     7.08
Vardas3257      Pavarde3257     7.40
Vardas3258      Pavarde3258     6.72
Vardas3259      Pavarde3259     6.00
Vardas3262      Pavarde3262     7.88
Vardas3263      Pavarde3263     5.56
Vardas3264      Pavarde3264     6.28
Vardas3265      Pavarde3265     5.76
Vardas3267      Pavarde3267     8.20
Vardas3270      Pavarde3270     6.68
Vardas3272      Pavarde3272     7.80
Vardas3273      Pavarde3273     5.20
Vardas3275      Pavarde3275     7.72
Vardas3277      Pavarde3277     5.40
Vardas3279      Pavarde3279     6.80
Vardas3280      Pavarde3280     5.12
Vardas3282      Pavarde3282     6.20
Vardas3283      Pavarde3283     8.24
Vardas3286      Pavarde3286     7.84
Vardas3291      Pavarde3291     6.08
Vardas3293      Pavarde3293     5.04
Vardas3299      Pavarde3299     6.40
Vardas3300      Pavarde3300     7.28
Vardas3301      Pavarde3301     7.44
Vardas3305      Pavarde3305     7.52
Vardas3306      Pavarde3306     5.20
Vardas3307      Pavarde3307     5.32
Vardas3308      Pavarde3308     5.44
Vardas3310      Pavarde3310     5.40
Vardas3311      Pavarde3311     8.24
Vardas3313      Pavarde3313     7.20
Vardas3314      Pavarde3314     8.64
Vardas3315      Pavarde3315     8.88
Vardas3317      Pavarde3317     6.28
Vardas3318      Pavarde3318     7.00
Vardas3320      Pavarde3320     8.16
Vardas3321      Pavarde3321     8.08
Vardas3322      Pavarde3322     5.40
Vardas3328      Pavarde3328     6.44
Vardas3329      Pavarde3329     7.44
Vardas3330      Pavarde3330     5.04
Vardas3331      Pavarde3331     6.60
Vardas3332      Pavarde3332     5.00
Vardas3333      Pavarde3333     6.68
Vardas3334      Pavarde3334     6.16
Vardas3335      Pavarde3335     5.84
Vardas3337      Pavarde3337     5.00
Vardas3338      Pavarde3338     5.20
Vardas3340      Pavarde3340     6.60
Vardas3343      Pavarde3343     7.16
Vardas3344      Pavarde3344     7.80
Vardas3345      Pavarde3345     7.72
Vardas3348      Pavarde3348     6.72
Vardas3349      Pavarde3349     5.44
Vardas3352      Pavarde3352     8.88
Vardas3353      Pavarde3353     8.40
Vardas3358      Pavarde3358     5.36
Vardas3360      Pavarde3360     6.24
Vardas3363      Pavarde3363     5.40
Vardas3368      Pavarde3368     7.32
Vardas3369      Pavarde3369     7.12
Vardas3370      Pavarde3370     6.84
Vardas3371      Pavarde3371     6.88
Vardas3373      Pavarde3373     8.08
Vardas3374      Pavarde3374     7.40
Vardas3375      Pavarde3375     7.36
Vardas3376      Pavarde3376     7.56
Vardas3377      Pavarde3377     5.48
Vardas3378      Pavarde3378     6.88
Vardas3379      Pavarde3379     6.64
Vardas3381      Pavarde3381     5.40
Vardas3383      Pavarde3383     5.88
Vardas3384      Pavarde3384     8.44
Vardas3385      Pavarde3385     9.12
Vardas3387      Pavarde3387     7.60
Vardas3388      Pavarde3388     6.84
Vardas3389      Pavarde3389     6.20
Vardas3390      Pavarde3390     6.48
Vardas3391      Pavarde3391     6.88
Vardas3395      Pavarde3395     6.56
Vardas3401      Pavarde3401     7.16
Vardas3402      Pavarde3402     6.72
Vardas3403      Pavarde3403     8.24
Vardas3404      Pavarde3404     5.44
Vardas3406      Pavarde3406     7.92
Vardas3407      Pavarde3407     8.04
Vardas3408      Pavarde3408     5.88
Vardas3414      Pavarde3414     7.20
Vardas3417      Pavarde3417     6.88
Vardas3418      Pavarde3418     8.40
Vardas3419      Pavarde3419     7.52
Vardas3420      Pavarde3420     5.40
Vardas3421      Pavarde3421     6.08
Vardas3422      Pavarde3422     7.28
Vardas3423      Pavarde3423     7.68
Vardas3424      Pavarde3424     5.96
Vardas3425      Pavarde3425     7.96
Vardas3426      Pavarde3426     6.76
Vardas3428      Pavarde3428     6.68
Vardas3430      Pavarde3430     5.76
Vardas3431      Pavarde3431     5.40
Vardas3432      Pavarde3432     5.64
Vardas3433      Pavarde3433     5.96
Vardas3434      Pavarde3434     5.36
Vardas3436      Pavarde3436     7.16
Vardas3439      Pavarde3439     5.16
Vardas3441      Pavarde3441     8.48
Vardas3443      Pavarde3443     7.28
Vardas3445      Pavarde3445     5.96
Vardas3447      Pavarde3447     6.20
Vardas3448      Pavarde3448     6.44
Vardas3449      Pavarde3449     6.80
Vardas3450      Pavarde3450     8.08
Vardas3453      Pavarde3453     7.12
Vardas3454      Pavarde3454     7.80
Vardas3456      Pavarde3456     5.88
Vardas3457      Pavarde3457     7.36
Vardas3458      Pavarde3458     8.56
Vardas3459      Pavarde3459     6.36
Vardas3460      Pavarde3460     6.76
Vardas3461      Pavarde3461     7.48
Vardas3462      Pavarde3462     6.08
Vardas3463      Pavarde3463     5.72
Vardas3464      Pavarde3464     8.12
Vardas3465      Pavarde3465     7.04
Vardas3468      Pavarde3468     6.56
Vardas3469      Pavarde3469     5.64
Vardas3470      Pavarde3470     7.28
Vardas3471      Pavarde3471     7.28
Vardas3472      Pavarde3472     6.48
Vardas3473      Pavarde3473     5.64
Vardas3474      Pavarde3474     5.76
Vardas3478      Pavarde3478     7.72
Vardas3479      Pavarde3479     5.56
Vardas3481      Pavarde3481     5.44
Vardas3482      Pavarde3482     7.08
Vardas3484      Pavarde3484     5.64
Vardas3485      Pavarde3485     6.52
Vardas3490      Pavarde3490     5.88
Vardas3491      Pavarde3491     6.88
Vardas3492      Pavarde3492     7.56
Vardas3493      Pavarde3493     7.96
Vardas3494      Pavarde3494     6.16
Vardas3495      Pavarde3495     6.64
Vardas3497      Pavarde3497     5.60
Vardas3498      Pavarde3498     6.64
Vardas3502      Pavarde3502     5.40
Vardas3508      Pavarde3508     6.72
Vardas3509      Pavarde3509     7.40
Vardas3510      Pavarde3510     7.92
Vardas3515      Pavarde3515     7.52
Vardas3516      Pavarde3516     7.60
Vardas3517      Pavarde3517     5.72
Vardas3518      Pavarde3518     6.44
Vardas3520      Pavarde3520     5.00
Vardas3522      Pavarde3522     7.92
Vardas3524      Pavarde3524     6.72
Vardas3528      Pavarde3528     5.08
Vardas3529      Pavarde3529     8.64
Vardas3530      Pavarde3530     7.48
Vardas3531      Pavarde3531     5.56
Vardas3532      Pavarde3532     5.28
Vardas3533      Pavarde3533     7.68
Vardas3535      Pavarde3535     5.08
Vardas3536      Pavarde3536     6.72
Vardas3539      Pavarde3539     8.40
Vardas3540      Pavarde3540     7.84
Vardas3543      Pavarde3543     5.64
Vardas3544      Pavarde3544     7.72
Vardas3545      Pavarde3545     6.52
Vardas3546      Pavarde3546     7.60
Vardas3547      Pavarde3547     5.96
Vardas3548      Pavarde3548     7.48
Vardas3549      Pavarde3549     7.68
Vardas3550      Pavarde3550     7.72
