Vardas         Pavarde        Galutinis balas (vid.)
Vardas27756     Pavarde27756    5.76
Vardas27759     Pavarde27759    5.40
Vardas27762     Pavarde27762    5.12
Vardas27763     Pavarde27763    5.80
Vardas27764     Pavarde27764    7.12
Vardas27765     Pavarde27765    6.32
Vardas27766     Pavarde27766    8.28
Vardas27768     Pavarde27768    5.36
Vardas27770     Pavarde27770    5.24
Vardas27771     Pavarde27771    5.44
Vardas27773     Pavarde27773    7.08
Vardas27777     Pavarde27777    7.12
Vardas27781     Pavarde27781    7.08
Vardas27783     Pavarde27783    8.12
Vardas27784     Pavarde27784    7.16
Vardas27786     Pavarde27786    7.16
Vardas27787     Pavarde27787    5.16
Vardas27788     Pavarde27788    6.72
Vardas27789     Pavarde27789    6.92
Vardas27792     Pavarde27792    6.96
Vardas27799     Pavarde27799    7.76
Vardas27803     Pavarde27803    6.68
Vardas27804     Pavarde27804    6.84
Vardas27807     Pavarde27807    6.32
Vardas27808     Pavarde27808    8.12
Vardas27809     Pavarde27809    5.76
Vardas27811     Pavarde27811    9.44
Vardas27814     Pavarde27814    5.36
Vardas27817     Pavarde27817    5.60
Vardas27818     Pavarde27818    7.28
Vardas27819     Pavarde27819    5.92
Vardas27820     Pavarde27820    5.68
Vardas27822     Pavarde27822    8.28
Vardas27824     Pavarde27824    5.36
Vardas27825     Pavarde27825    5.40
Vardas27826     Pavarde27826    6.24
Vardas27827     Pavarde27827    7.16
Vardas27830     Pavarde27830    8.40
Vardas27831     Pavarde27831    5.92
Vardas27832     Pavarde27832    5.44
Vardas27833     Pavarde27833    6.04
Vardas27834     Pavarde27834    7.72
Vardas27835     Pavarde27835    5.48
Vardas27836     Pavarde27836    5.96
Vardas27837     Pavarde27837    8.24
Vardas27838     Pavarde27838    6.24
Vardas27839     Pavarde27839    6.56
Vardas27840     Pavarde27840    6.84
Vardas27841     Pavarde27841    8.80
Vardas27843     Pavarde27843    5.04
Vardas27845     Pavarde27845    6.40
Vardas27846     Pavarde27846    6.20
Vardas27847     Pavarde27847    5.40
Vardas27848     Pavarde27848    5.76
Vardas27849     Pavarde27849    7.84
Vardas27850     Pavarde27850    5.08
Vardas27853     Pavarde27853    5.16
Vardas27854     Pavarde27854    6.56
Vardas27858     Pavarde27858    8.04
Vardas27859     Pavarde27859    5.76
Vardas27862     Pavarde27862    6.84
Vardas27863     Pavarde27863    5.44
Vardas27864     Pavarde27864    7.80
Vardas27865     Pavarde27865    8.80
Vardas27867     Pavarde27867    8.52
Vardas27868     Pavarde27868    6.88
Vardas27869     Pavarde27869    8.32
Vardas27871     Pavarde27871    7.60
Vardas27873     Pavarde27873    8.96
Vardas27875     Pavarde27875    6.52
Vardas27878     Pavarde27878    5.96
Vardas27879     Pavarde27879    9.36
Vardas27883     Pavarde27883    5.80
Vardas27885     Pavarde27885    7.56
Vardas27887     Pavarde27887    7.76
Vardas27888     Pavarde27888    7.44
Vardas27891     Pavarde27891    7.32
Vardas27892     Pavarde27892    7.04
Vardas27893     Pavarde27893    5.44
Vardas27894     Pavarde27894    5.28
Vardas27895     Pavarde27895    8.44
Vardas27896     Pavarde27896    7.16
Vardas27897     Pavarde27897    7.92
Vardas27899     Pavarde27899    5.84
Vardas27900     Pavarde27900    7.20
Vardas27903     Pavarde27903    5.16
Vardas27905     Pavarde27905    7.52
Vardas27906     Pavarde27906    5.76
Vardas27908     Pavarde27908    6.60
Vardas27909     Pavarde27909    8.36
Vardas27910     Pavarde27910    5.60
Vardas27911     Pavarde27911    6.36
Vardas27912     Pavarde27912    7.68
Vardas27917     Pavarde27917    7.24
Vardas27919     Pavarde27919    6.04
Vardas27920     Pavarde27920    6.84
Vardas27921     Pavarde27921    7.40
Vardas27922     Pavarde27922    8.32
Vardas27923     Pavarde27923    6.00
Vardas27924     Pavarde27924    8.64
Vardas27925     Pavarde27925    5.40
Vardas27926     Pavarde27926    8.00
Vardas27927     Pavarde27927    6.56
Vardas27929     Pavarde27929    5.36
Vardas27930     Pavarde27930    5.32
Vardas27933     Pavarde27933    8.40
Vardas27934     Pavarde27934    5.88
Vardas27937     Pavarde27937    8.32
Vardas27938     Pavarde27938    7.16
Vardas27940     Pavarde27940    8.80
Vardas27943     Pavarde27943    7.04
Vardas27946     Pavarde27946    7.56
Vardas27948     Pavarde27948    6.84
Vardas27950     Pavarde27950    7.16
Vardas27952     Pavarde27952    6.28
Vardas27954     Pavarde27954    8.04
Vardas27956     Pavarde27956    7.00
Vardas27960     Pavarde27960    8.56
Vardas27961     Pavarde27961    5.68
Vardas27962     Pavarde27962    7.64
Vardas27963     Pavarde27963    5.64
Vardas27965     Pavarde27965    5.28
Vardas27966     Pavarde27966    7.16
Vardas27968     Pavarde27968    8.56
Vardas27970     Pavarde27970    5.84
Vardas27973     Pavarde27973    8.08
Vardas27977     Pavarde27977    6.72
Vardas27978     Pavarde27978    5.08
Vardas27982     Pavarde27982    7.24
Vardas27984     Pavarde27984    5.60
Vardas27985     Pavarde27985    7.72
Vardas27987     Pavarde27987    8.08
Vardas27988     Pavarde27988    6.48
Vardas27989     Pavarde27989    7.80
Vardas27990     Pavarde27990    8.00
Vardas27992     Pavarde27992    6.80
Vardas27996     Pavarde27996    6.16
Vardas28001     Pavarde28001    5.96
Vardas28002     Pavarde28002    8.88
Vardas28003     Pavarde28003    7.28
Vardas28005     Pavarde28005    5.56
Vardas28006     Pavarde28006    5.00
Vardas28010     Pavarde28010    5.76
Vardas28012     Pavarde28012    5.64
Vardas28013     Pavarde28013    7.08
Vardas28015     Pavarde28015    5.92
Vardas28017     Pavarde28017    5.76
Vardas28019     Pavarde28019    6.68
Vardas28021     Pavarde28021    6.84
Vardas28022     Pavarde28022    8.68
Vardas28023     Pavarde28023    7.08
Vardas28025     Pavarde28025    6.08
Vardas28026     Pavarde28026    5.72
Vardas28027     Pavarde28027    8.72
Vardas28028     Pavarde28028    8.32
Vardas28030     Pavarde28030    7.28
Vardas28033     Pavarde28033    8.60
Vardas28034     Pavarde28034    7.40
Vardas28038     Pavarde28038    8.88
Vardas28039     Pavarde28039    5.76
Vardas28043     Pavarde28043    8.12
Vardas28044     Pavarde28044    5.52
Vardas28045     Pavarde28045    5.32
Vardas28046     Pavarde28046    6.48
Vardas28047     Pavarde28047    7.52
Vardas28051     Pavarde28051    6.44
Vardas28052     Pavarde28052    6.80
Vardas28054     Pavarde28054    6.20
Vardas28057     Pavarde28057    6.08
Vardas28058     Pavarde28058    7.60
Vardas28063     Pavarde28063    7.04
Vardas28065     Pavarde28065    7.64
Vardas28068     Pavarde28068    8.12
Vardas28075     Pavarde28075    6.40
Vardas28076     Pavarde28076    7.76
Vardas28077     Pavarde28077    5.56
Vardas28079     Pavarde28079    6.40
Vardas28081     Pavarde28081    5.36
Vardas28083     Pavarde28083    5.68
Vardas28084     Pavarde28084    5.40
Vardas28085     Pavarde28085    8.08
Vardas28086     Pavarde28086    5.56
Vardas28087     Pavarde28087    7.96
Vardas28088     Pavarde28088    7.20
Vardas28091     Pavarde28091    6.12
Vardas28093     Pavarde28093    6.92
Vardas28094     Pavarde28094    6.96
Vardas28095     Pavarde28095    5.60
Vardas28096     Pavarde28096    7.84
Vardas28098     Pavarde28098    5.88
Vardas28099     Pavarde28099    6.36
Vardas28101     Pavarde28101    5.00
Vardas28102     Pavarde28102    6.24
Vardas28105     Pavarde28105    7.44
Vardas28108     Pavarde28108    7.48
Vardas28109     Pavarde28109    6.68
Vardas28112     Pavarde28112    7.04
Vardas28113     Pavarde28113    7.00
Vardas28114     Pavarde28114    7.16
Vardas28116     Pavarde28116    6.04
Vardas28120     Pavarde28120    8.24
Vardas28123     Pavarde28123    7.04
Vardas28124     Pavarde28124    6.16
Vardas28125     Pavarde28125    6.20
Vardas28128     Pavarde28128    5.12
Vardas28132     Pavarde28132    6.60
Vardas28133     Pavarde28133    6.92
Vardas28134     Pavarde28134    6.44
Vardas28137     Pavarde28137    7.76
Vardas28138     Pavarde28138    7.24
Vardas28139     Pavarde28139    5.04
Vardas28140     Pavarde28140    6.84
Vardas28141     Pavarde28141    6.56
Vardas28142     Pavarde28142    6.68
Vardas28145     Pavarde28145    7.72
Vardas28147     Pavarde28147    6.00
Vardas28149     Pavarde28149    6.60
Vardas28150     Pavarde28150    6.36
Vardas28151     Pavarde28151    5.20
Vardas28152     Pavarde28152    5.52
Vardas28153     Pavarde28153    8.80
Vardas28154     Pavarde28154    6.52
Vardas28157     Pavarde28157    8.32
Vardas28158     Pavarde28158    6.08
Vardas28159     Pavarde28159    7.00
Vardas28161     Pavarde28161    6.20
Vardas28162     Pavarde28162    5.56
Vardas28165     Pavarde28165    6.32
Vardas28167     Pavarde28167    7.76
Vardas28168     Pavarde28168    7.68
Vardas28171     Pavarde28171    8.32
Vardas28175     Pavarde28175    5.60
Vardas28176     Pavarde28176    7.40
Vardas28177     Pavarde28177    6.72
Vardas28178     Pavarde28178    6.88
Vardas28179     Pavarde28179    8.08
Vardas28180     Pavarde28180    6.76
Vardas28182     Pavarde28182    8.40
Vardas28184     Pavarde28184    6.16
Vardas28185     Pavarde28185    5.72
Vardas28186     Pavarde28186    7.32
Vardas28187     Pavarde28187    6.88
Vardas28189     Pavarde28189    6.20
Vardas28192     Pavarde28192    7.28
Vardas28193     Pavarde28193    8.20
Vardas28198     Pavarde28198    6.20
Vardas28199     Pavarde28199    8.80
Vardas28200     Pavarde28200    5.04
Vardas28201     Pavarde28201    6.92
Vardas28204     Pavarde28204    7.84
Vardas28207     Pavarde28207    5.52
Vardas28208     Pavarde28208    7.92
Vardas28213     Pavarde28213    6.36
Vardas28214     Pavarde28214    5.36
Vardas28216     Pavarde28216    6.24
Vardas28217     Pavarde28217    5.44
Vardas28220     Pavarde28220    7.96
Vardas28223     Pavarde28223    7.88
Vardas28224     Pavarde28224    7.80
Vardas28225     Pavarde28225    5.68
Vardas28227     Pavarde28227    6.16
Vardas28228     Pavarde28228    8.08
Vardas28230     Pavarde28230    6.92
Vardas28234     Pavarde28234    5.72
Vardas28236     Pavarde28236    8.04
Vardas28237     Pavarde28237    5.84
Vardas28238     Pavarde28238    6.00
Vardas28239     Pavarde28239    7.44
Vardas28240     Pavarde28240    6.44
Vardas28242     Pavarde28242    6.88
Vardas28243     Pavarde28243    6.96
Vardas28244     Pavarde28244    5.40
Vardas28245     Pavarde28245    5.84
Vardas28246     Pavarde28246    8.08
Vardas28247     Pavarde28247    5.48
Vardas28249     Pavarde28249    5.04
Vardas28250     Pavarde28250    5.08
Vardas28252     Pavarde28252    6.04
Vardas28254     Pavarde28254    6.36
Vardas28255     Pavarde28255    6.64
Vardas28258     Pavarde28258    6.36
Vardas28259     Pavarde28259    8.20
Vardas28260     Pavarde28260    8.28
Vardas28261     Pavarde28261    7.00
Vardas28262     Pavarde28262    5.76
Vardas28263     Pavarde28263    7.44
Vardas28265     Pavarde28265    8.08
Vardas28267     Pavarde28267    6.00
Vardas28268     Pavarde28268    5.72
Vardas28271     Pavarde28271    5.36
Vardas28273     Pavarde28273    6.84
Vardas28274     Pavarde28274    7.08
Vardas28276     Pavarde28276    7.64
Vardas28277     Pavarde28277    8.04
Vardas28278     Pavarde28278    8.80
Vardas28281     Pavarde28281    5.28
Vardas28283     Pavarde28283    6.64
Vardas28285     Pavarde28285    7.28
Vardas28287     Pavarde28287    7.44
Vardas28289     Pavarde28289    8.96
Vardas28290     Pavarde28290    6.84
Vardas28291     Pavarde28291    6.00
Vardas28292     Pavarde28292    5.44
Vardas28293     Pavarde28293    7.36
Vardas28294     Pavarde28294    7.00
Vardas28295     Pavarde28295    5.64
Vardas28296     Pavarde28296    6.16
Vardas28298     Pavarde28298    6.56
Vardas28299     Pavarde28299    6.52
Vardas28300     Pavarde28300    6.52
Vardas28301     Pavarde28301    6.28
Vardas28303     Pavarde28303    6.80
Vardas28306     Pavarde28306    5.48
Vardas28307     Pavarde28307    7.44
Vardas28311     Pavarde28311    6.68
Vardas28313     Pavarde28313    8.40
Vardas28315     Pavarde28315    6.12
Vardas28316     Pavarde28316    5.08
Vardas28317     Pavarde28317    8.88
Vardas28319     Pavarde28319    7.80
Vardas28320     Pavarde28320    7.44
Vardas28321     Pavarde28321    8.08
Vardas28323     Pavarde28323    5.84
Vardas28324     Pavarde28324    7.56
Vardas28325     Pavarde28325    7.44
Vardas28327     Pavarde28327    7.76
Vardas28329     Pavarde28329    7.92
Vardas28330     Pavarde28330    7.20
Vardas28331     Pavarde28331    6.88
Vardas28332     Pavarde28332    5.40
Vardas28333     Pavarde28333    5.36
Vardas28334     Pavarde28334    6.80
Vardas28335     Pavarde28335    5.88
Vardas28336     Pavarde28336    8.08
Vardas28341     Pavarde28341    6.72
Vardas28342     Pavarde28342    5.72
Vardas28346     Pavarde28346    8.32
Vardas28347     Pavarde28347    6.16
Vardas28349     Pavarde28349    7.08
Vardas28351     Pavarde28351    9.20
Vardas28353     Pavarde28353    5.72
Vardas28359     Pavarde28359    8.12
Vardas28360     Pavarde28360    8.28
Vardas28363     Pavarde28363    8.08
Vardas28364     Pavarde28364    8.48
Vardas28370     Pavarde28370    5.24
Vardas28372     Pavarde28372    5.36
Vardas28373     Pavarde28373    5.92
Vardas28375     Pavarde28375    7.76
Vardas28376     Pavarde28376    7.64
Vardas28379     Pavarde28379    5.04
Vardas28384     Pavarde28384    7.08
Vardas28388     Pavarde28388    6.56
Vardas28390     Pavarde28390    6.00
Vardas28391     Pavarde28391    6.92
Vardas28392     Pavarde28392    5.68
Vardas28396     Pavarde28396    5.08
Vardas28397     Pavarde28397    7.40
Vardas28399     Pavarde28399    7.16
Vardas28400     Pavarde28400    7.36
Vardas28402     Pavarde28402    5.20
Vardas28404     Pavarde28404    8.00
Vardas28405     Pavarde28405    5.76
Vardas28406     Pavarde28406    6.92
Vardas28407     Pavarde28407    6.40
Vardas28411     Pavarde28411    5.96
Vardas28412     Pavarde28412    5.04
Vardas28413     Pavarde28413    5.64
Vardas28416     Pavarde28416    8.04
Vardas28417     Pavarde28417    8.96
Vardas28418     Pavarde28418    5.96
Vardas28420     Pavarde28420    7.72
Vardas28422     Pavarde28422    7.76
Vardas28423     Pavarde28423    7.88
Vardas28424     Pavarde28424    5.76
Vardas28425     Pavarde28425    7.52
Vardas28427     Pavarde28427    6.72
Vardas28429     Pavarde28429    5.12
Vardas28432     Pavarde28432    7.12
Vardas28434     Pavarde28434    5.12
Vardas28435     Pavarde28435    7.96
Vardas28439     Pavarde28439    7.84
Vardas28440     Pavarde28440    7.48
Vardas28443     Pavarde28443    9.04
Vardas28444     Pavarde28444    5.60
Vardas28447     Pavarde28447    5.20
Vardas28448     Pavarde28448    8.96
Vardas28449     Pavarde28449    5.00
Vardas28450     Pavarde28450    6.24
Vardas28451     Pavarde28451    5.92
Vardas28452     Pavarde28452    7.12
Vardas28456     Pavarde28456    5.36
Vardas28457     Pavarde28457    6.08
Vardas28458     Pavarde28458    7.52
Vardas28459     Pavarde28459    6.52
Vardas28461     Pavarde28461    7.24
Vardas28463     Pavarde28463    8.08
Vardas28464     Pavarde28464    7.04
Vardas28466     Pavarde28466    7.52
Vardas28467     Pavarde28467    7.32
Vardas28468     Pavarde28468    5.88
Vardas28473     Pavarde28473    5.40
Vardas28475     Pavarde28475    6.56
Vardas28477     Pavarde28477    6.12
Vardas28479     Pavarde28479    5.40
Vardas28480     Pavarde28480    8.44
Vardas28481     Pavarde28481    7.56
Vardas28482     Pavarde28482    6.60
Vardas28484     Pavarde28484    5.32
Vardas28485     Pavarde28485    8.72
Vardas28486     Pavarde28486    5.28
Vardas28487     Pavarde28487    5.28
Vardas28488     Pavarde28488    6.44
Vardas28489     Pavarde28489    6.52
Vardas28490     Pavarde28490    6.88
Vardas28491     Pavarde28491    7.84
Vardas28492     Pavarde28492    5.04
Vardas28494     Pavarde28494    5.56
Vardas28496     Pavarde28496    7.16
Vardas28497     Pavarde28497    5.28
Vardas28498     Pavarde28498    6.00
Vardas28499     Pavarde28499    6.76
Vardas28501     Pavarde28501    8.24
Vardas28502     Pavarde28502    8.20
Vardas28504     Pavarde28504    8.64
Vardas28505     Pavarde28505    7.24
Vardas28506     Pavarde28506    7.60
Vardas28513     Pavarde28513    5.92
Vardas28514     Pavarde28514    5.28
Vardas28518     Pavarde28518    6.32
Vardas28524     Pavarde28524    6.12
Vardas28525     Pavarde28525    5.64
Vardas28526     Pavarde28526    8.40
Vardas28527     Pavarde28527    7.64
Vardas28529     Pavarde28529    5.72
Vardas28530     Pavarde28530    7.76
Vardas28533     Pavarde28533    5.60
Vardas28534     Pavarde28534    7.60
Vardas28535     Pavarde28535    6.08
Vardas28536     Pavarde28536    8.24
Vardas28540     Pavarde28540    5.08
Vardas28541     Pavarde28541    8.48
Vardas28543     Pavarde28543    6.68
Vardas28544     Pavarde28544    6.04
Vardas28547     Pavarde28547    5.52
Vardas28553     Pavarde28553    6.96
Vardas28554     Pavarde28554    9.04
Vardas28555     Pavarde28555    5.52
Vardas28557     Pavarde28557    5.08
Vardas28558     Pavarde28558    6.48
Vardas28559     Pavarde28559    8.32
Vardas28560     Pavarde28560    5.44
Vardas28561     Pavarde28561    6.16
Vardas28564     Pavarde28564    7.28
Vardas28565     Pavarde28565    6.28
Vardas28566     Pavarde28566    8.08
Vardas28567     Pavarde28567    5.80
Vardas28569     Pavarde28569    7.40
Vardas28570     Pavarde28570    6.52
Vardas28571     Pavarde28571    5.04
Vardas28572     Pavarde28572    6.36
Vardas28573     Pavarde28573    6.80
Vardas28574     Pavarde28574    8.48
Vardas28576     Pavarde28576    7.04
Vardas28581     Pavarde28581    6.64
Vardas28582     Pavarde28582    6.08
Vardas28583     Pavarde28583    5.84
Vardas28585     Pavarde28585    6.40
Vardas28593     Pavarde28593    6.84
Vardas28594     Pavarde28594    6.36
Vardas28595     Pavarde28595    8.08
Vardas28596     Pavarde28596    5.20
Vardas28597     Pavarde28597    8.56
Vardas28599     Pavarde28599    7.20
Vardas28600     Pavarde28600    5.52
Vardas28601     Pavarde28601    8.40
Vardas28602     Pavarde28602    5.80
Vardas28604     Pavarde28604    8.48
Vardas28607     Pavarde28607    5.72
Vardas28608     Pavarde28608    7.12
Vardas28609     Pavarde28609    6.36
Vardas28610     Pavarde28610    5.20
Vardas28611     Pavarde28611    5.96
Vardas28612     Pavarde28612    8.80
Vardas28613     Pavarde28613    8.32
Vardas28614     Pavarde28614    5.88
Vardas28617     Pavarde28617    6.40
Vardas28621     Pavarde28621    5.84
Vardas28625     Pavarde28625    8.72
Vardas28626     Pavarde28626    7.20
Vardas28627     Pavarde28627    8.56
Vardas28628     Pavarde28628    7.80
Vardas28629     Pavarde28629    7.52
Vardas28630     Pavarde28630    8.32
Vardas28635     Pavarde28635    7.96
Vardas28636     Pavarde28636    9.28
Vardas28637     Pavarde28637    5.36
Vardas28643     Pavarde28643    7.28
Vardas28644     Pavarde28644    6.76
Vardas28645     Pavarde28645    7.04
Vardas28646     Pavarde28646    5.68
Vardas28647     Pavarde28647    5.88
Vardas28649     Pavarde28649    7.92
Vardas28650     Pavarde28650    8.28
Vardas28652     Pavarde28652    6.72
Vardas28653     Pavarde28653    7.68
Vardas28654     Pavarde28654    7.48
Vardas28655     Pavarde28655    7.44
Vardas28657     Pavarde28657    8.60
Vardas28658     Pavarde28658    7.84
Vardas28661     Pavarde28661    7.72
Vardas28663     Pavarde28663    7.08
Vardas28666     Pavarde28666    8.04
Vardas28669     Pavarde28669    5.32
Vardas28670     Pavarde28670    7.04
Vardas28671     Pavarde28671    7.00
Vardas28672     Pavarde28672    7.28
Vardas28673     Pavarde28673    6.36
Vardas28674     Pavarde28674    7.24
Vardas28675     Pavarde28675    5.40
Vardas28676     Pavarde28676    6.56
Vardas28678     Pavarde28678    6.68
Vardas28679     Pavarde28679    8.00
Vardas28680     Pavarde28680    6.72
Vardas28681     Pavarde28681    6.92
Vardas28682     Pavarde28682    6.28
Vardas28692     Pavarde28692    5.08
Vardas28693     Pavarde28693    6.60
Vardas28695     Pavarde28695    6.16
Vardas28696     Pavarde28696    7.52
Vardas28698     Pavarde28698    7.00
Vardas28699     Pavarde28699    6.68
Vardas28701     Pavarde28701    6.96
Vardas28703     Pavarde28703    8.88
Vardas28704     Pavarde28704    6.64
Vardas28705     Pavarde28705    6.72
Vardas28707     Pavarde28707    7.80
Vardas28708     Pavarde28708    6.68
Vardas28710     Pavarde28710    6.72
Vardas28712     Pavarde28712    8.48
Vardas28716     Pavarde28716    8.12
Vardas28717     Pavarde28717    7.00
Vardas28718     Pavarde28718    5.68
Vardas28720     Pavarde28720    6.44
Vardas28721     Pavarde28721    6.96
Vardas28722     Pavarde28722    6.32
Vardas28723     Pavarde28723    5.04
Vardas28724     Pavarde28724    7.12
Vardas28726     Pavarde28726    7.64
Vardas28727     Pavarde28727    6.56
Vardas28729     Pavarde28729    5.84
Vardas28730     Pavarde28730    5.68
Vardas28732     Pavarde28732    8.96
Vardas28733     Pavarde28733    5.16
Vardas28734     Pavarde28734    5.68
Vardas28737     Pavarde28737    7.68
Vardas28738     Pavarde28738    6.08
Vardas28739     Pavarde28739    5.28
Vardas28741     Pavarde28741    6.96
Vardas28742     Pavarde28742    7.32
Vardas28745     Pavarde28745    7.84
Vardas28748     Pavarde28748    5.92
Vardas28749     Pavarde28749    6.88
Vardas28751     Pavarde28751    5.12
Vardas28752     Pavarde28752    7.04
Vardas28754     Pavarde28754    5.16
Vardas28756     Pavarde28756    5.88
Vardas28757     Pavarde28757    7.68
Vardas28759     Pavarde28759    6.24
Vardas28762     Pavarde28762    7.88
Vardas28763     Pavarde28763    6.72
Vardas28764     Pavarde28764    7.60
Vardas28765     Pavarde28765    6.60
Vardas28766     Pavarde28766    7.96
Vardas28767     Pavarde28767    8.80
Vardas28769     Pavarde28769    5.52
Vardas28772     Pavarde28772    8.00
Vardas28774     Pavarde28774    7.12
Vardas28775     Pavarde28775    8.48
Vardas28777     Pavarde28777    7.12
Vardas28778     Pavarde28778    6.44
Vardas28779     Pavarde28779    7.40
Vardas28781     Pavarde28781    5.88
Vardas28782     Pavarde28782    6.60
Vardas28785     Pavarde28785    6.00
Vardas28788     Pavarde28788    5.12
Vardas28790     Pavarde28790    7.60
Vardas28791     Pavarde28791    5.56
Vardas28792     Pavarde28792    8.56
Vardas28793     Pavarde28793    5.24
Vardas28799     Pavarde28799    5.28
Vardas28800     Pavarde28800    6.04
Vardas28801     Pavarde28801    5.68
Vardas28802     Pavarde28802    7.72
Vardas28803     Pavarde28803    5.40
Vardas28804     Pavarde28804    8.08
Vardas28805     Pavarde28805    7.52
Vardas28806     Pavarde28806    6.92
Vardas28807     Pavarde28807    7.84
Vardas28808     Pavarde28808    8.12
Vardas28809     Pavarde28809    7.00
Vardas28813     Pavarde28813    6.00
Vardas28815     Pavarde28815    6.56
Vardas28816     Pavarde28816    5.24
Vardas28817     Pavarde28817    6.20
Vardas28818     Pavarde28818    8.40
Vardas28820     Pavarde28820    8.12
Vardas28822     Pavarde28822    7.04
Vardas28827     Pavarde28827    8.08
Vardas28829     Pavarde28829    5.92
Vardas28830     Pavarde28830    5.84
Vardas28831     Pavarde28831    7.32
Vardas28832     Pavarde28832    7.16
Vardas28834     Pavarde28834    5.32
Vardas28835     Pavarde28835    5.80
Vardas28836     Pavarde28836    6.96
Vardas28838     Pavarde28838    5.68
Vardas28841     Pavarde28841    7.28
Vardas28845     Pavarde28845    8.96
Vardas28848     Pavarde28848    8.40
Vardas28851     Pavarde28851    8.20
Vardas28852     Pavarde28852    7.44
Vardas28853     Pavarde28853    6.56
Vardas28854     Pavarde28854    6.16
Vardas28855     Pavarde28855    5.48
Vardas28860     Pavarde28860    7.88
Vardas28861     Pavarde28861    5.92
Vardas28863     Pavarde28863    6.28
Vardas28865     Pavarde28865    5.84
Vardas28866     Pavarde28866    6.48
Vardas28867     Pavarde28867    7.28
Vardas28871     Pavarde28871    8.80
Vardas28873     Pavarde28873    7.88
Vardas28874     Pavarde28874    6.84
Vardas28875     Pavarde28875    6.76
Vardas28876     Pavarde28876    6.44
Vardas28881     Pavarde28881    7.76
Vardas28883     Pavarde28883    5.68
Vardas28884     Pavarde28884    6.52
Vardas28890     Pavarde28890    5.20
Vardas28891     Pavarde28891    7.04
Vardas28892     Pavarde28892    7.04
Vardas28893     Pavarde28893    6.12
Vardas28895     Pavarde28895    6.60
Vardas28896     Pavarde28896    8.88
Vardas28897     Pavarde28897    6.12
Vardas28899     Pavarde28899    7.32
Vardas28900     Pavarde28900    5.52
Vardas28902     Pavarde28902    7.12
Vardas28903     Pavarde28903    8.00
Vardas28906     Pavarde28906    8.04
Vardas28908     Pavarde28908    5.72
Vardas28912     Pavarde28912    6.92
Vardas28914     Pavarde28914    5.40
Vardas28915     Pavarde28915    6.20
Vardas28916     Pavarde28916    5.76
Vardas28917     Pavarde28917    8.32
Vardas28918     Pavarde28918    5.08
Vardas28919     Pavarde28919    7.16
Vardas28920     Pavarde28920    6.48
Vardas28922     Pavarde28922    6.56
Vardas28923     Pavarde28923    8.32
Vardas28925     Pavarde28925    5.04
Vardas28926     Pavarde28926    7.40
Vardas28928     Pavarde28928    5.12
Vardas28929     Pavarde28929    7.80
Vardas28931     Pavarde28931    7.52
Vardas28933     Pavarde28933    7.52
Vardas28934     Pavarde28934    5.48
Vardas28935     Pavarde28935    5.64
Vardas28937     Pavarde28937    8.96
Vardas28938     Pavarde28938    7.32
Vardas28939     Pavarde28939    7.64
Vardas28941     Pavarde28941    8.88
Vardas28948     Pavarde28948    5.52
Vardas28949     Pavarde28949    5.08
Vardas28950     Pavarde28950    7.68
Vardas28953     Pavarde28953    5.48
Vardas28957     Pavarde28957    6.96
Vardas28958     Pavarde28958    5.84
Vardas28961     Pavarde28961    6.56
Vardas28962     Pavarde28962    8.20
Vardas28963     Pavarde28963    5.28
Vardas28964     Pavarde28964    6.36
Vardas28966     Pavarde28966    6.80
Vardas28969     Pavarde28969    5.56
Vardas28970     Pavarde28970    7.36
Vardas28971     Pavarde28971    6.80
Vardas28972     Pavarde28972    5.40
Vardas28974     Pavarde28974    6.84
Vardas28975     Pavarde28975    7.60
Vardas28976     Pavarde28976    6.96
Vardas28977     Pavarde28977    6.36
Vardas28978     Pavarde28978    8.00
Vardas28979     Pavarde28979    5.96
Vardas28980     Pavarde28980    6.88
Vardas28983     Pavarde28983    6.28
Vardas28984     Pavarde28984    6.20
Vardas28987     Pavarde28987    6.92
Vardas28988     Pavarde28988    7.44
Vardas28989     Pavarde28989    5.56
Vardas28990     Pavarde28990    6.08
Vardas28991     Pavarde28991    7.12
Vardas28992     Pavarde28992    8.16
Vardas28993     Pavarde28993    5.76
Vardas28994     Pavarde28994    5.24
Vardas28995     Pavarde28995    6.76
Vardas28996     Pavarde28996    5.16
Vardas28997     Pavarde28997    7.56
Vardas28998     Pavarde28998    7.04
Vardas28999     Pavarde28999    7.48
Vardas29000     Pavarde29000    6.76
Vardas29003     Pavarde29003    7.20
Vardas29005     Pavarde29005    7.64
Vardas29007     Pavarde29007    7.32
Vardas29009     Pavarde29009    6.00
Vardas29011     Pavarde29011    8.64
Vardas29013     Pavarde29013    7.04
Vardas29014     Pavarde29014    8.08
Vardas29017     Pavarde29017    5.28
Vardas29018     Pavarde29018    5.32
Vardas29020     Pavarde29020    6.00
Vardas29022     Pavarde29022    5.36
Vardas29025     Pavarde29025    5.32
Vardas29031     Pavarde29031    7.48
Vardas29033     Pavarde29033    7.36
Vardas29034     Pavarde29034    6.04
Vardas29035     Pavarde29035    5.40
Vardas29036     Pavarde29036    7.28
Vardas29037     Pavarde29037    8.16
Vardas29038     Pavarde29038    6.52
Vardas29039     Pavarde29039    5.76
Vardas29041     Pavarde29041    5.16
Vardas29042     Pavarde29042    7.92
Vardas29043     Pavarde29043    8.72
