Vardas         Pavarde        Galutinis balas (vid.)
Vardas30938    Pavarde30938    3.40
Vardas30939    Pavarde30939    5.28
Vardas30940    Pavarde30940    4.80
Vardas30941    Pavarde30941    2.96
Vardas30942    Pavarde30942    2.28
Vardas30943    Pavarde30943    6.16
Vardas30944    Pavarde30944    3.44
Vardas30945    Pavarde30945    3.64
Vardas30946    Pavarde30946    4.72
Vardas30947    Pavarde30947    6.40
Vardas30948    Pavarde30948    3.28
Vardas30949    Pavarde30949    6.04
Vardas30950    Pavarde30950    3.96
Vardas30951    Pavarde30951    7.64
Vardas30952    Pavarde30952    7.72
Vardas30953    Pavarde30953    4.48
Vardas30954    Pavarde30954    3.24
Vardas30955    Pavarde30955    7.24
Vardas30956    Pavarde30956    8.72
Vardas30957    Pavarde30957    8.36
Vardas30958    Pavarde30958    4.64
Vardas30959    Pavarde30959    2.80
Vardas30960    Pavarde30960    3.04
Vardas30961    Pavarde30961    7.68
Vardas30962    Pavarde30962    4.76
Vardas30963    Pavarde30963    6.04
Vardas30964    Pavarde30964    3.92
Vardas30965    Pavarde30965    6.72
Vardas30966    Pavarde30966    3.36
Vardas30967    Pavarde30967    3.00
Vardas30968    Pavarde30968    4.72
Vardas30969    Pavarde30969    6.44
Vardas30970    Pavarde30970    7.44
Vardas30971    Pavarde30971    8.72
Vardas30972    Pavarde30972    5.80
Vardas30973    Pavarde30973    5.80
Vardas30974    Pavarde30974    4.52
Vardas30975    Pavarde30975    7.72
Vardas30976    Pavarde30976    5.00
Vardas30977    Pavarde30977    4.64
Vardas30978    Pavarde30978    1.96
Vardas30979    Pavarde30979    7.96
Vardas30980    Pavarde30980    4.16
Vardas30981    Pavarde30981    4.36
Vardas30982    Pavarde30982    5.76
Vardas30983    Pavarde30983    4.44
Vardas30984    Pavarde30984    8.40
Vardas30985    Pavarde30985    3.72
Vardas30986    Pavarde30986    3.52
Vardas30987    Pavarde30987    4.52
Vardas30988    Pavarde30988    7.40
Vardas30989    Pavarde30989    6.32
Vardas30990    Pavarde30990    5.52
Vardas30991    Pavarde30991    4.64
Vardas30992    Pavarde30992    4.12
Vardas30993    Pavarde30993    5.04
Vardas30994    Pavarde30994    3.64
Vardas30995    Pavarde30995    7.40
Vardas30996    Pavarde30996    4.56
Vardas30997    Pavarde30997    8.04
Vardas30998    Pavarde30998    5.44
Vardas30999    Pavarde30999    6.68
Vardas31000    Pavarde31000    5.84
Vardas31001    Pavarde31001    3.40
Vardas31002    Pavarde31002    6.60
Vardas31003    Pavarde31003    2.52
Vardas31004    Pavarde31004    4.72
Vardas31005    Pavarde31005    3.48
Vardas31006    Pavarde31006    8.92
Vardas31007    Pavarde31007    6.28
Vardas31008    Pavarde31008    4.72
Vardas31009    Pavarde31009    6.20
Vardas31010    Pavarde31010    3.20
Vardas31011    Pavarde31011    3.64
Vardas31012    Pavarde31012    3.12
Vardas31013    Pavarde31013    7.68
Vardas31014    Pavarde31014    6.40
Vardas31015    Pavarde31015    7.92
Vardas31016    Pavarde31016    4.72
Vardas31017    Pavarde31017    6.44
Vardas31018    Pavarde31018    3.72
Vardas31019    Pavarde31019    6.04
Vardas31020    Pavarde31020    7.16
Vardas31021    Pavarde31021    6.32
Vardas31022    Pavarde31022    3.60
Vardas31023    Pavarde31023    3.00
Vardas31024    Pavarde31024    6.56
Vardas31025    Pavarde31025    6.24
Vardas31026    Pavarde31026    7.28
Vardas31027    Pavarde31027    8.68
Vardas31028    Pavarde31028    5.28
Vardas31029    Pavarde31029    6.40
Vardas31030    Pavarde31030    6.32
Vardas31031    Pavarde31031    6.88
Vardas31032    Pavarde31032    4.68
Vardas31033    Pavarde31033    4.76
Vardas31034    Pavarde31034    3.88
Vardas31035    Pavarde31035    4.48
Vardas31036    Pavarde31036    4.04
Vardas31037    Pavarde31037    5.08
Vardas31038    Pavarde31038    4.04
Vardas31039    Pavarde31039    3.68
Vardas31040    Pavarde31040    3.48
Vardas31041    Pavarde31041    7.44
Vardas31042    Pavarde31042    3.08
Vardas31043    Pavarde31043    2.84
Vardas31044    Pavarde31044    5.64
Vardas31045    Pavarde31045    5.76
Vardas31046    Pavarde31046    7.76
Vardas31047    Pavarde31047    5.68
Vardas31048    Pavarde31048    6.72
Vardas31049    Pavarde31049    3.56
Vardas31050    Pavarde31050    6.52
Vardas31051    Pavarde31051    8.04
Vardas31052    Pavarde31052    5.44
Vardas31053    Pavarde31053    5.92
Vardas31054    Pavarde31054    5.64
Vardas31055    Pavarde31055    7.80
Vardas31056    Pavarde31056    3.36
Vardas31057    Pavarde31057    6.60
Vardas31058    Pavarde31058    3.48
Vardas31059    Pavarde31059    5.52
Vardas31060    Pavarde31060    4.20
Vardas31061    Pavarde31061    2.88
Vardas31062    Pavarde31062    4.32
Vardas31063    Pavarde31063    5.28
Vardas31064    Pavarde31064    5.52
Vardas31065    Pavarde31065    3.84
Vardas31066    Pavarde31066    7.48
Vardas31067    Pavarde31067    5.76
Vardas31068    Pavarde31068    6.84
Vardas31069    Pavarde31069    3.64
Vardas31070    Pavarde31070    6.48
Vardas31071    Pavarde31071    3.16
Vardas31072    Pavarde31072    4.56
Vardas31073    Pavarde31073    7.92
Vardas31074    Pavarde31074    8.16
Vardas31075    Pavarde31075    7.88
Vardas31076    Pavarde31076    7.48
Vardas31077    Pavarde31077    2.76
Vardas31078    Pavarde31078    4.72
Vardas31079    Pavarde31079    5.72
Vardas31080    Pavarde31080    6.84
Vardas31081    Pavarde31081    3.64
Vardas31082    Pavarde31082    7.20
Vardas31083    Pavarde31083    6.64
Vardas31084    Pavarde31084    3.60
Vardas31085    Pavarde31085    8.00
Vardas31086    Pavarde31086    3.44
Vardas31087    Pavarde31087    7.00
Vardas31088    Pavarde31088    5.92
Vardas31089    Pavarde31089    5.12
Vardas31090    Pavarde31090    2.88
Vardas31091    Pavarde31091    3.76
Vardas31092    Pavarde31092    7.68
Vardas31093    Pavarde31093    6.52
Vardas31094    Pavarde31094    6.96
Vardas31095    Pavarde31095    5.60
Vardas31096    Pavarde31096    6.52
Vardas31097    Pavarde31097    5.64
Vardas31098    Pavarde31098    6.08
Vardas31099    Pavarde31099    2.92
Vardas31100    Pavarde31100    6.64
Vardas31101    Pavarde31101    8.40
Vardas31102    Pavarde31102    2.44
Vardas31103    Pavarde31103    3.64
Vardas31104    Pavarde31104    6.96
Vardas31105    Pavarde31105    2.48
Vardas31106    Pavarde31106    4.08
Vardas31107    Pavarde31107    3.64
Vardas31108    Pavarde31108    4.48
Vardas31109    Pavarde31109    6.16
Vardas31110    Pavarde31110    6.00
Vardas31111    Pavarde31111    4.40
Vardas31112    Pavarde31112    4.20
Vardas31113    Pavarde31113    8.28
Vardas31114    Pavarde31114    3.56
Vardas31115    Pavarde31115    5.00
Vardas31116    Pavarde31116    6.60
Vardas31117    Pavarde31117    6.88
Vardas31118    Pavarde31118    5.52
Vardas31119    Pavarde31119    4.96
Vardas31120    Pavarde31120    2.88
Vardas31121    Pavarde31121    8.04
Vardas31122    Pavarde31122    7.88
Vardas31123    Pavarde31123    3.32
Vardas31124    Pavarde31124    5.72
Vardas31125    Pavarde31125    2.68
Vardas31126    Pavarde31126    7.08
Vardas31127    Pavarde31127    3.88
Vardas31128    Pavarde31128    7.64
Vardas31129    Pavarde31129    8.00
Vardas31130    Pavarde31130    6.32
Vardas31131    Pavarde31131    7.32
Vardas31132    Pavarde31132    3.52
Vardas31133    Pavarde31133    4.36
Vardas31134    Pavarde31134    5.16
Vardas31135    Pavarde31135    6.52
Vardas31136    Pavarde31136    7.20
Vardas31137    Pavarde31137    3.32
Vardas31138    Pavarde31138    7.40
Vardas31139    Pavarde31139    2.48
Vardas31140    Pavarde31140    8.72
Vardas31141    Pavarde31141    7.92
Vardas31142    Pavarde31142    3.28
Vardas31143    Pavarde31143    8.04
Vardas31144    Pavarde31144    7.20
Vardas31145    Pavarde31145    3.44
Vardas31146    Pavarde31146    2.12
Vardas31147    Pavarde31147    2.60
Vardas31148    Pavarde31148    4.96
Vardas31149    Pavarde31149    7.76
Vardas31150    Pavarde31150    4.64
Vardas31151    Pavarde31151    6.52
Vardas31152    Pavarde31152    3.16
Vardas31153    Pavarde31153    8.72
Vardas31154    Pavarde31154    3.68
Vardas31155    Pavarde31155    3.92
Vardas31156    Pavarde31156    5.16
Vardas31157    Pavarde31157    3.88
Vardas31158    Pavarde31158    2.76
Vardas31159    Pavarde31159    5.08
Vardas31160    Pavarde31160    4.96
Vardas31161    Pavarde31161    5.68
Vardas31162    Pavarde31162    6.68
Vardas31163    Pavarde31163    4.76
Vardas31164    Pavarde31164    4.76
Vardas31165    Pavarde31165    5.68
Vardas31166    Pavarde31166    6.40
Vardas31167    Pavarde31167    7.00
Vardas31168    Pavarde31168    4.28
Vardas31169    Pavarde31169    4.60
Vardas31170    Pavarde31170    5.12
Vardas31171    Pavarde31171    8.04
Vardas31172    Pavarde31172    4.92
Vardas31173    Pavarde31173    6.92
Vardas31174    Pavarde31174    3.36
Vardas31175    Pavarde31175    4.32
Vardas31176    Pavarde31176    3.60
Vardas31177    Pavarde31177    6.00
Vardas31178    Pavarde31178    4.96
Vardas31179    Pavarde31179    7.88
Vardas31180    Pavarde31180    8.36
Vardas31181    Pavarde31181    3.92
Vardas31182    Pavarde31182    5.92
Vardas31183    Pavarde31183    7.44
Vardas31184    Pavarde31184    6.00
Vardas31185    Pavarde31185    5.48
Vardas31186    Pavarde31186    5.64
Vardas31187    Pavarde31187    4.44
Vardas31188    Pavarde31188    4.84
Vardas31189    Pavarde31189    4.04
Vardas31190    Pavarde31190    6.76
Vardas31191    Pavarde31191    2.52
Vardas31192    Pavarde31192    4.64
Vardas31193    Pavarde31193    8.56
Vardas31194    Pavarde31194    3.88
Vardas31195    Pavarde31195    3.36
Vardas31196    Pavarde31196    4.88
Vardas31197    Pavarde31197    4.92
Vardas31198    Pavarde31198    2.56
Vardas31199    Pavarde31199    3.84
Vardas31200    Pavarde31200    7.04
Vardas31201    Pavarde31201    3.28
Vardas31202    Pavarde31202    6.16
Vardas31203    Pavarde31203    3.40
Vardas31204    Pavarde31204    7.04
Vardas31205    Pavarde31205    6.88
Vardas31206    Pavarde31206    3.64
Vardas31207    Pavarde31207    2.84
Vardas31208    Pavarde31208    5.52
Vardas31209    Pavarde31209    4.00
Vardas31210    Pavarde31210    6.40
Vardas31211    Pavarde31211    2.64
Vardas31212    Pavarde31212    5.48
Vardas31213    Pavarde31213    7.88
Vardas31214    Pavarde31214    3.88
Vardas31215    Pavarde31215    7.80
Vardas31216    Pavarde31216    5.28
Vardas31217    Pavarde31217    6.80
Vardas31218    Pavarde31218    2.08
Vardas31219    Pavarde31219    3.76
Vardas31220    Pavarde31220    4.24
Vardas31221    Pavarde31221    4.36
Vardas31222    Pavarde31222    4.88
Vardas31223    Pavarde31223    6.72
Vardas31224    Pavarde31224    8.96
Vardas31225    Pavarde31225    4.32
Vardas31226    Pavarde31226    2.88
Vardas31227    Pavarde31227    6.52
Vardas31228    Pavarde31228    4.40
Vardas31229    Pavarde31229    7.12
Vardas31230    Pavarde31230    5.48
Vardas31231    Pavarde31231    7.04
Vardas31232    Pavarde31232    7.28
Vardas31233    Pavarde31233    3.08
Vardas31234    Pavarde31234    6.92
Vardas31235    Pavarde31235    2.76
Vardas31236    Pavarde31236    5.44
Vardas31237    Pavarde31237    4.64
Vardas31238    Pavarde31238    2.84
Vardas31239    Pavarde31239    3.44
Vardas31240    Pavarde31240    4.44
Vardas31241    Pavarde31241    6.76
Vardas31242    Pavarde31242    6.36
Vardas31243    Pavarde31243    7.16
Vardas31244    Pavarde31244    6.44
Vardas31245    Pavarde31245    3.56
Vardas31246    Pavarde31246    5.44
Vardas31247    Pavarde31247    3.76
Vardas31248    Pavarde31248    6.32
Vardas31249    Pavarde31249    5.60
Vardas31250    Pavarde31250    4.88
Vardas31251    Pavarde31251    3.52
Vardas31252    Pavarde31252    7.68
Vardas31253    Pavarde31253    7.36
Vardas31254    Pavarde31254    2.52
Vardas31255    Pavarde31255    3.64
Vardas31256    Pavarde31256    8.88
Vardas31257    Pavarde31257    8.12
Vardas31258    Pavarde31258    7.32
Vardas31259    Pavarde31259    6.32
Vardas31260    Pavarde31260    3.64
Vardas31261    Pavarde31261    4.24
Vardas31262    Pavarde31262    4.24
Vardas31263    Pavarde31263    4.08
Vardas31264    Pavarde31264    6.48
Vardas31265    Pavarde31265    4.68
Vardas31266    Pavarde31266    9.08
Vardas31267    Pavarde31267    6.20
Vardas31268    Pavarde31268    4.64
Vardas31269    Pavarde31269    7.48
Vardas31270    Pavarde31270    8.00
Vardas31271    Pavarde31271    8.24
Vardas31272    Pavarde31272    6.00
Vardas31273    Pavarde31273    3.08
Vardas31274    Pavarde31274    5.40
Vardas31275    Pavarde31275    3.28
Vardas31276    Pavarde31276    6.60
Vardas31277    Pavarde31277    7.92
Vardas31278    Pavarde31278    4.48
Vardas31279    Pavarde31279    4.32
Vardas31280    Pavarde31280    7.44
Vardas31281    Pavarde31281    8.40
Vardas31282    Pavarde31282    6.32
Vardas31283    Pavarde31283    6.60
Vardas31284    Pavarde31284    5.04
Vardas31285    Pavarde31285    5.48
Vardas31286    Pavarde31286    7.44
Vardas31287    Pavarde31287    8.32
Vardas31288    Pavarde31288    7.52
Vardas31289    Pavarde31289    4.96
Vardas31290    Pavarde31290    4.24
Vardas31291    Pavarde31291    4.08
Vardas31292    Pavarde31292    3.24
Vardas31293    Pavarde31293    4.00
Vardas31294    Pavarde31294    5.28
Vardas31295    Pavarde31295    2.80
Vardas31296    Pavarde31296    5.08
Vardas31297    Pavarde31297    7.36
Vardas31298    Pavarde31298    8.32
Vardas31299    Pavarde31299    8.24
Vardas31300    Pavarde31300    7.48
Vardas31301    Pavarde31301    7.76
Vardas31302    Pavarde31302    7.96
Vardas31303    Pavarde31303    6.64
Vardas31304    Pavarde31304    3.12
Vardas31305    Pavarde31305    7.56
Vardas31306    Pavarde31306    3.80
Vardas31307    Pavarde31307    8.40
Vardas31308    Pavarde31308    4.68
Vardas31309    Pavarde31309    6.08
Vardas31310    Pavarde31310    5.88
Vardas31311    Pavarde31311    8.20
Vardas31312    Pavarde31312    7.64
Vardas31313    Pavarde31313    6.08
Vardas31314    Pavarde31314    6.60
Vardas31315    Pavarde31315    5.28
Vardas31316    Pavarde31316    6.00
Vardas31317    Pavarde31317    6.56
Vardas31318    Pavarde31318    6.00
Vardas31319    Pavarde31319    8.12
Vardas31320    Pavarde31320    4.84
Vardas31321    Pavarde31321    8.64
Vardas31322    Pavarde31322    3.88
Vardas31323    Pavarde31323    5.12
Vardas31324    Pavarde31324    6.52
Vardas31325    Pavarde31325    8.08
Vardas31326    Pavarde31326    5.84
Vardas31327    Pavarde31327    5.20
Vardas31328    Pavarde31328    3.60
Vardas31329    Pavarde31329    5.56
Vardas31330    Pavarde31330    3.68
Vardas31331    Pavarde31331    8.00
Vardas31332    Pavarde31332    6.52
Vardas31333    Pavarde31333    8.36
Vardas31334    Pavarde31334    6.36
Vardas31335    Pavarde31335    7.92
Vardas31336    Pavarde31336    4.84
Vardas31337    Pavarde31337    7.76
Vardas31338    Pavarde31338    8.64
Vardas31339    Pavarde31339    8.52
Vardas31340    Pavarde31340    5.68
Vardas31341    Pavarde31341    2.84
Vardas31342    Pavarde31342    3.76
Vardas31343    Pavarde31343    4.24
Vardas31344    Pavarde31344    7.52
Vardas31345    Pavarde31345    5.68
Vardas31346    Pavarde31346    6.12
Vardas31347    Pavarde31347    6.40
Vardas31348    Pavarde31348    8.40
Vardas31349    Pavarde31349    4.72
Vardas31350    Pavarde31350    2.52
Vardas31351    Pavarde31351    6.24
Vardas31352    Pavarde31352    6.80
Vardas31353    Pavarde31353    7.40
Vardas31354    Pavarde31354    4.56
Vardas31355    Pavarde31355    6.36
Vardas31356    Pavarde31356    6.04
Vardas31357    Pavarde31357    3.48
Vardas31358    Pavarde31358    8.40
Vardas31359    Pavarde31359    4.04
Vardas31360    Pavarde31360    8.56
Vardas31361    Pavarde31361    6.48
Vardas31362    Pavarde31362    2.60
Vardas31363    Pavarde31363    8.12
Vardas31364    Pavarde31364    5.24
Vardas31365    Pavarde31365    4.84
Vardas31366    Pavarde31366    7.56
Vardas31367    Pavarde31367    8.52
Vardas31368    Pavarde31368    4.24
Vardas31369    Pavarde31369    2.60
Vardas31370    Pavarde31370    3.32
Vardas31371    Pavarde31371    4.44
Vardas31372    Pavarde31372    6.16
Vardas31373    Pavarde31373    4.64
Vardas31374    Pavarde31374    5.04
Vardas31375    Pavarde31375    2.44
Vardas31376    Pavarde31376    7.32
Vardas31377    Pavarde31377    4.72
Vardas31378    Pavarde31378    4.12
Vardas31379    Pavarde31379    5.64
Vardas31380    Pavarde31380    4.24
Vardas31381    Pavarde31381    4.12
Vardas31382    Pavarde31382    6.68
Vardas31383    Pavarde31383    7.28
Vardas31384    Pavarde31384    7.52
Vardas31385    Pavarde31385    4.24
Vardas31386    Pavarde31386    4.88
Vardas31387    Pavarde31387    5.24
Vardas31388    Pavarde31388    7.20
Vardas31389    Pavarde31389    2.56
Vardas31390    Pavarde31390    6.28
Vardas31391    Pavarde31391    3.52
Vardas31392    Pavarde31392    7.72
Vardas31393    Pavarde31393    4.12
Vardas31394    Pavarde31394    2.44
Vardas31395    Pavarde31395    6.12
Vardas31396    Pavarde31396    5.20
Vardas31397    Pavarde31397    3.04
Vardas31398    Pavarde31398    8.08
Vardas31399    Pavarde31399    5.08
Vardas31400    Pavarde31400    3.20
Vardas31401    Pavarde31401    5.44
Vardas31402    Pavarde31402    8.72
Vardas31403    Pavarde31403    4.24
Vardas31404    Pavarde31404    6.88
Vardas31405    Pavarde31405    8.72
Vardas31406    Pavarde31406    4.36
Vardas31407    Pavarde31407    6.44
Vardas31408    Pavarde31408    2.20
Vardas31409    Pavarde31409    1.48
Vardas31410    Pavarde31410    8.04
Vardas31411    Pavarde31411    3.84
Vardas31412    Pavarde31412    3.68
Vardas31413    Pavarde31413    6.28
Vardas31414    Pavarde31414    4.16
Vardas31415    Pavarde31415    6.76
Vardas31416    Pavarde31416    7.56
Vardas31417    Pavarde31417    3.72
Vardas31418    Pavarde31418    3.24
Vardas31419    Pavarde31419    8.32
Vardas31420    Pavarde31420    2.12
Vardas31421    Pavarde31421    4.28
Vardas31422    Pavarde31422    5.60
Vardas31423    Pavarde31423    3.84
Vardas31424    Pavarde31424    5.68
Vardas31425    Pavarde31425    4.32
Vardas31426    Pavarde31426    2.60
Vardas31427    Pavarde31427    3.32
Vardas31428    Pavarde31428    5.88
Vardas31429    Pavarde31429    5.72
Vardas31430    Pavarde31430    6.12
Vardas31431    Pavarde31431    3.28
Vardas31432    Pavarde31432    2.76
Vardas31433    Pavarde31433    3.32
Vardas31434    Pavarde31434    8.60
Vardas31435    Pavarde31435    5.72
Vardas31436    Pavarde31436    8.04
Vardas31437    Pavarde31437    4.64
Vardas31438    Pavarde31438    3.36
Vardas31439    Pavarde31439    8.40
Vardas31440    Pavarde31440    8.40
Vardas31441    Pavarde31441    6.68
Vardas31442    Pavarde31442    3.84
Vardas31443    Pavarde31443    3.92
Vardas31444    Pavarde31444    7.08
Vardas31445    Pavarde31445    2.36
Vardas31446    Pavarde31446    6.24
Vardas31447    Pavarde31447    8.48
Vardas31448    Pavarde31448    4.28
Vardas31449    Pavarde31449    5.00
Vardas31450    Pavarde31450    7.48
Vardas31451    Pavarde31451    3.96
Vardas31452    Pavarde31452    8.32
Vardas31453    Pavarde31453    7.40
Vardas31454    Pavarde31454    5.32
Vardas31455    Pavarde31455    8.48
Vardas31456    Pavarde31456    5.92
Vardas31457    Pavarde31457    3.72
Vardas31458    Pavarde31458    4.68
Vardas31459    Pavarde31459    4.64
Vardas31460    Pavarde31460    5.40
Vardas31461    Pavarde31461    4.80
Vardas31462    Pavarde31462    7.12
Vardas31463    Pavarde31463    4.60
Vardas31464    Pavarde31464    8.32
Vardas31465    Pavarde31465    5.56
Vardas31466    Pavarde31466    2.96
Vardas31467    Pavarde31467    4.32
Vardas31468    Pavarde31468    5.64
Vardas31469    Pavarde31469    4.40
Vardas31470    Pavarde31470    3.96
Vardas31471    Pavarde31471    5.56
Vardas31472    Pavarde31472    8.32
Vardas31473    Pavarde31473    4.44
Vardas31474    Pavarde31474    7.52
Vardas31475    Pavarde31475    3.60
Vardas31476    Pavarde31476    7.92
Vardas31477    Pavarde31477    3.60
Vardas31478    Pavarde31478    5.40
Vardas31479    Pavarde31479    7.96
Vardas31480    Pavarde31480    4.48
Vardas31481    Pavarde31481    3.52
Vardas31482    Pavarde31482    3.72
Vardas31483    Pavarde31483    5.04
Vardas31484    Pavarde31484    4.76
Vardas31485    Pavarde31485    5.28
Vardas31486    Pavarde31486    2.72
Vardas31487    Pavarde31487    2.96
Vardas31488    Pavarde31488    4.68
Vardas31489    Pavarde31489    7.80
Vardas31490    Pavarde31490    6.96
Vardas31491    Pavarde31491    6.68
Vardas31492    Pavarde31492    5.36
Vardas31493    Pavarde31493    8.44
Vardas31494    Pavarde31494    6.40
Vardas31495    Pavarde31495    3.84
Vardas31496    Pavarde31496    6.12
Vardas31497    Pavarde31497    7.44
Vardas31498    Pavarde31498    5.32
Vardas31499    Pavarde31499    7.44
Vardas31500    Pavarde31500    8.76
Vardas31501    Pavarde31501    3.32
Vardas31502    Pavarde31502    5.12
Vardas31503    Pavarde31503    6.28
Vardas31504    Pavarde31504    3.88
Vardas31505    Pavarde31505    5.28
Vardas31506    Pavarde31506    8.24
Vardas31507    Pavarde31507    2.84
Vardas31508    Pavarde31508    5.88
Vardas31509    Pavarde31509    3.84
Vardas31510    Pavarde31510    2.80
Vardas31511    Pavarde31511    2.28
Vardas31512    Pavarde31512    8.64
Vardas31513    Pavarde31513    4.48
Vardas31514    Pavarde31514    7.28
Vardas31515    Pavarde31515    7.24
Vardas31516    Pavarde31516    6.00
Vardas31517    Pavarde31517    5.00
Vardas31518    Pavarde31518    7.32
Vardas31519    Pavarde31519    6.44
Vardas31520    Pavarde31520    5.64
Vardas31521    Pavarde31521    3.12
Vardas31522    Pavarde31522    5.64
Vardas31523    Pavarde31523    4.80
Vardas31524    Pavarde31524    4.80
Vardas31525    Pavarde31525    3.28
Vardas31526    Pavarde31526    3.00
Vardas31527    Pavarde31527    6.04
Vardas31528    Pavarde31528    6.36
Vardas31529    Pavarde31529    3.92
Vardas31530    Pavarde31530    4.36
Vardas31531    Pavarde31531    6.32
Vardas31532    Pavarde31532    2.48
Vardas31533    Pavarde31533    3.92
Vardas31534    Pavarde31534    7.56
Vardas31535    Pavarde31535    7.12
Vardas31536    Pavarde31536    8.80
Vardas31537    Pavarde31537    7.52
Vardas31538    Pavarde31538    5.68
Vardas31539    Pavarde31539    5.44
Vardas31540    Pavarde31540    3.96
Vardas31541    Pavarde31541    2.84
Vardas31542    Pavarde31542    5.08
Vardas31543    Pavarde31543    7.84
Vardas31544    Pavarde31544    7.24
Vardas31545    Pavarde31545    3.64
Vardas31546    Pavarde31546    6.96
Vardas31547    Pavarde31547    4.24
Vardas31548    Pavarde31548    6.04
Vardas31549    Pavarde31549    4.80
Vardas31550    Pavarde31550    2.88
Vardas31551    Pavarde31551    7.12
Vardas31552    Pavarde31552    2.64
Vardas31553    Pavarde31553    3.80
Vardas31554    Pavarde31554    4.92
Vardas31555    Pavarde31555    9.12
Vardas31556    Pavarde31556    7.32
Vardas31557    Pavarde31557    8.08
Vardas31558    Pavarde31558    8.56
Vardas31559    Pavarde31559    5.12
Vardas31560    Pavarde31560    3.52
Vardas31561    Pavarde31561    7.92
Vardas31562    Pavarde31562    6.00
Vardas31563    Pavarde31563    4.84
Vardas31564    Pavarde31564    6.12
Vardas31565    Pavarde31565    3.56
Vardas31566    Pavarde31566    3.80
Vardas31567    Pavarde31567    3.48
Vardas31568    Pavarde31568    6.92
Vardas31569    Pavarde31569    6.96
Vardas31570    Pavarde31570    7.36
Vardas31571    Pavarde31571    3.20
Vardas31572    Pavarde31572    5.92
Vardas31573    Pavarde31573    3.96
Vardas31574    Pavarde31574    3.16
Vardas31575    Pavarde31575    7.48
Vardas31576    Pavarde31576    6.28
Vardas31577    Pavarde31577    8.56
Vardas31578    Pavarde31578    4.32
Vardas31579    Pavarde31579    3.04
Vardas31580    Pavarde31580    4.36
Vardas31581    Pavarde31581    7.84
Vardas31582    Pavarde31582    6.96
Vardas31583    Pavarde31583    6.84
Vardas31584    Pavarde31584    8.08
Vardas31585    Pavarde31585    6.28
Vardas31586    Pavarde31586    5.88
Vardas31587    Pavarde31587    5.80
Vardas31588    Pavarde31588    6.32
Vardas31589    Pavarde31589    7.92
Vardas31590    Pavarde31590    6.80
Vardas31591    Pavarde31591    7.48
Vardas31592    Pavarde31592    5.16
Vardas31593    Pavarde31593    5.76
Vardas31594    Pavarde31594    7.76
Vardas31595    Pavarde31595    5.16
Vardas31596    Pavarde31596    8.16
Vardas31597    Pavarde31597    7.20
Vardas31598    Pavarde31598    5.80
Vardas31599    Pavarde31599    3.44
Vardas31600    Pavarde31600    7.80
Vardas31601    Pavarde31601    4.40
Vardas31602    Pavarde31602    4.56
Vardas31603    Pavarde31603    5.56
Vardas31604    Pavarde31604    8.36
Vardas31605    Pavarde31605    6.92
Vardas31606    Pavarde31606    4.60
Vardas31607    Pavarde31607    8.96
Vardas31608    Pavarde31608    7.40
Vardas31609    Pavarde31609    5.60
Vardas31610    Pavarde31610    7.48
Vardas31611    Pavarde31611    7.52
Vardas31612    Pavarde31612    5.80
Vardas31613    Pavarde31613    6.32
Vardas31614    Pavarde31614    6.64
Vardas31615    Pavarde31615    7.20
Vardas31616    Pavarde31616    3.24
Vardas31617    Pavarde31617    2.36
Vardas31618    Pavarde31618    5.40
Vardas31619    Pavarde31619    7.32
Vardas31620    Pavarde31620    2.88
Vardas31621    Pavarde31621    8.36
Vardas31622    Pavarde31622    7.72
Vardas31623    Pavarde31623    6.36
Vardas31624    Pavarde31624    2.84
Vardas31625    Pavarde31625    8.72
Vardas31626    Pavarde31626    4.08
Vardas31627    Pavarde31627    6.32
Vardas31628    Pavarde31628    3.12
Vardas31629    Pavarde31629    4.84
Vardas31630    Pavarde31630    6.08
Vardas31631    Pavarde31631    6.40
Vardas31632    Pavarde31632    7.48
Vardas31633    Pavarde31633    3.88
Vardas31634    Pavarde31634    6.76
Vardas31635    Pavarde31635    5.16
Vardas31636    Pavarde31636    7.36
Vardas31637    Pavarde31637    5.04
Vardas31638    Pavarde31638    3.40
Vardas31639    Pavarde31639    5.72
Vardas31640    Pavarde31640    7.40
Vardas31641    Pavarde31641    6.44
Vardas31642    Pavarde31642    6.48
Vardas31643    Pavarde31643    6.60
Vardas31644    Pavarde31644    6.60
Vardas31645    Pavarde31645    8.12
Vardas31646    Pavarde31646    3.96
Vardas31647    Pavarde31647    5.48
Vardas31648    Pavarde31648    6.68
Vardas31649    Pavarde31649    7.52
Vardas31650    Pavarde31650    8.48
Vardas31651    Pavarde31651    6.20
Vardas31652    Pavarde31652    3.24
Vardas31653    Pavarde31653    3.48
Vardas31654    Pavarde31654    8.16
Vardas31655    Pavarde31655    7.36
Vardas31656    Pavarde31656    4.28
Vardas31657    Pavarde31657    6.88
Vardas31658    Pavarde31658    5.72
Vardas31659    Pavarde31659    8.08
Vardas31660    Pavarde31660    3.08
Vardas31661    Pavarde31661    4.52
Vardas31662    Pavarde31662    4.40
Vardas31663    Pavarde31663    5.56
Vardas31664    Pavarde31664    7.68
Vardas31665    Pavarde31665    7.64
Vardas31666    Pavarde31666    8.80
Vardas31667    Pavarde31667    8.32
Vardas31668    Pavarde31668    5.48
Vardas31669    Pavarde31669    3.32
Vardas31670    Pavarde31670    5.84
Vardas31671    Pavarde31671    7.48
Vardas31672    Pavarde31672    5.28
